Id,SpeakerName,Phrase,translation
2002406001,潘达,いや～、自主練半分、遊び半分だったのに/nついアツくなっちゃいましたね！,哎呀～本来是打算半练半玩的/n结果不知不觉认真起来了！
2002406002,知冴,せっかくなら本気でフランスパンも食べたかった……。,机会难得，我也想认真地吃一根法式面包啊……。
2002406003,潘达,ねえっつの。,才没那东西。
2002406004,潘达,そろそろ夕飯にもなりますし、今日はこのあたりで終わりにしましょうか！,差不多快到晚饭时间了，今天就先到这里吧！
2002406005,心菜,ふふ、ドキドキしたけど楽しかったね。,呵呵，虽然很紧张但是非常开心呢。
2002406006,静香,ええ。それに、ここなに足りないものも/nたーっくさん見つかったわね。,是啊。还发现了心菜的很—多不足之处。
2002406007,心菜,うっ……。,呜……。
2002406008,心菜,そ、それは明日から頑張ろう！,那、那从明天开始努力！
2002406009,卡特莉娜,あら、今日はもうやらないのね。/nこの一瞬でも差はついていくんじゃない？,哦？今天不继续了？/n分秒必争才能拉开差距哦？
2002406010,心菜,きょ、今日から頑張ろう！,今、今天就开始努力！
2002406011,心菜,でもまずはお夕飯作らなくっちゃ。,不过得先做晚饭。
2002406012,潘达,じゃあ、今日は解散ということで！/nおつかれさまでした～。,那今天就先解散吧！/n大家辛苦啦～
2002406013,八恵,おつかれさまでした。,辛苦了。
2002406014,,,
2002406015,八恵,……。,……。
2002406016,八恵,リードする男役を、背が低くてもかっこよく見せる……。/nたしかに、これまでやってこなかったテクニックですね。,如何将矮个子的男主角演得帅气……/n的确是从未尝试过的技巧。
2002406017,八恵,……もし、背が高い柊さんがクリスティーヌで、/n私がファントムをやることになったら……。,……如果由高挑的柊姐演克里斯汀，/n我来演魅影的话……
2002406018,八恵,稽古場使ってもいいなら、少しだけ……。,趁现在还在练习场，再练一会儿……。
2002406019,,,
2002406020,花,あれ、八恵。/nまだいたの？　さっきみんな帰ったわよね？　もう鍵かけるわよ。,哎呀八惠。/n你还在啊？大家都走了哦？要锁门了。
2002406021,八恵,あっ！　はい！/n皆さんとの自主練はちょうど今終わったところです。,啊！好的！/n大家刚结束自主练习。
2002406022,花,そう。/n『オペラ座の怪人』の配役交換してたんだって？,这样啊。/n听说你们交换角色演『歌剧魅影』了？
2002406023,八恵,はい。/n皆さんの演技、とっても参考になりました。,是的。/n大家的演技让我学到很多。
2002406024,花,ふふ、柊たちも昔やってたなあ。懐かしい。,呵呵，柊她们以前也试过呢。真怀念。
2002406025,八恵,えっ！　本当ですか？/n柊さんたちも、『オペラ座の怪人』の配役交換を？,诶！真的吗？/n柊姐她们也交换过『歌剧魅影』的角色？
2002406026,八恵,……柊さんは、どの役をやっていたんですか？,……柊姐当时演的是什么角色？
2002406027,花,柊は、元々ファントム役だったけど、/n交換してやってたのは――たしか、クリスティーヌだったわね。,柊原本演魅影，/n交换后演的是——我记得是克里斯汀吧。
2002406028,八恵,クリスティーヌ……！,克里斯汀……！
2002406029,八恵,あの、もしよければその時のこと、教えていただけませんか？,那个，方便的话能讲讲当时的情况吗？
2002406030,花,いいわよ。/nでも、長くなりそうだから場所を移動しましょうか。,好啊。/n不过说来话长，换个地方吧。
2002406031,,,
2002406032,八恵,――それで、あの、柊さんのクリスティーヌって……。,……那柊姐的克里斯汀……。
2002406033,花,八恵は本当に柊が好きね。,八惠真的很喜欢柊呢。
2002406034,花,……柊のクリスティーヌはね、すごかったわよ。,……柊的克里斯汀啊，超厉害的。
2002406035,花,それこそ、柊の演じるファントムと、柊の演じるクリスティーヌで/n『オペラ座の怪人』を観てみたいって思うくらい。,甚至想看她同时演魅影和克里斯汀。
2002406036,八恵,……。,……。
2002406037,花,もちろん、そんなの無理なんだけどね！,当然这是不可能的啦！
2002406038,八恵,でも、そう思うくらいすごかったってことですよね。,但说明她演得足够震撼对吧？
2002406039,花,うん。/nあの子のセンスで、どうしてこんなにできるんだってくらいね。,嗯。/n让人不禁在想，她是怎么靠自己的个性做到这种程度的。
2002406040,八恵,柊さんのセンスで……？,柊さん的个性……？
2002406041,花,柊のセンスって、『他人のセンスや適性が見抜ける』ってだけで、/n舞台上であの子の実力を底上げするようなものじゃないでしょ？,"她的天赋是『看穿他人的个性』，/n并不能提升自身的舞台实力吧？"
2002406042,花,だから、舞台上の柊は、センスがない状態とほとんど変わらない。/n純粋な実力勝負で柊はダイスターをとったのよ。,所以台上的柊约等于没有个性。/n是纯粹靠自己的实力成为大明星的。
2002406043,八恵,……。,……。
2002406044,花,周囲の能力を活かして観客に自分を魅せたっても言えるけどね。,虽说她擅长利用同伴的能力来吸引观众。
2002406045,花,それでも、演技そのものは柊自身の実力でしょ？,但表演本身还是靠她自身的实力吧？
2002406046,花,その『柊の実力』がどれほどのものかっていうのは、/n八恵も知ってる通り。,柊的这份实力有多强，/n八惠你最清楚了。
2002406047,八恵,はい。,是的。
2002406048,花,今はもう裏方だから、舞台には立たないってあの子は言うけどさ。/nあんな演技を裏にしまっとくなんて――,她说现在退居幕后不再登台，/n把那么好的演技埋没――
2002406049,花,私からしたらもったいない、って思う。,我觉得太浪费了。
2002406050,花,……八恵は思わない？,……八惠不这么想吗？
2002406051,八恵,私は……。,我……。
2002406052,花,ダイスターって認められるくらいすごい才能持ってるんだから、/n舞台立てばいいじゃない。ねえ？,她可是被认可为大明星的天才，/n继续登台不好吗？
2002406053,八恵,……工藤さんもそう思うんですか？,……工藤姐也是这么想的吗？
2002406054,花,思うわよ。/nもちろん、本人には言わないけどね。,当然了。/n不过不会对本人说啦。
2002406055,八恵,……。,……。
chapter,寻找第七颗星星,,
title,成熟与青涩,,
info,翻译：苏米热  校对：XXX,,
