Id,SpeakerName,Phrase,translation
2005006001,大黒,ぜぇ……はぁ……。/n疲れた……。,喝……哈……/n好累……
2005006002,容,お疲れだねぇ、大黒。/nほら、椅子座りな？,辛苦啦，大黑。/n来，坐下吧？
2005006003,大黒,容さ……ごほっごほっ、/nありがと……。,容……咳咳，/n谢谢……
2005006004,容,すごい汗……。/n大黒、大丈夫？,你流了好多汗……/n大黑，没事吧？
2005006005,大黒,大丈夫、よ……。/n容さん、ごめんなさい。椅子借りちゃって……。,没事……/n容，对不起，借用了你的椅子……
2005006006,容,良いって、気にしないで！,没事啦，别介意！
2005006007,容,にしても、まさかフリスビーに大黒が参加するなんてねぇ。,话又说回来，真没想到大黑你居然会参加扔飞盘的活动呀。
2005006008,容,来た当初から疲れてたし、参加しないんだと思ってたよ。,你刚来的时候就那么累，我还以为你不会参加呢。
2005006009,大黒,ふ、フフ……我が主がフリスビーを投げるのなら、/n受け取らないわけにはいかないもの。,哼，哼哼……既然我主将飞盘扔了出去，/n那我自然没有不去取回来的道理。
2005006010,容,それであれだけ機敏に動けちゃうんだもん、/n大黒はすごいね……。,所以你的动作才会那么迅速啊，/n大黑真厉害呀……
2005006011,时雨,なに駄弁ってるんですかふたりとも。/nご飯の準備しますよ。,你们俩在说什么废话呢。/n该准备做饭了哦。
2005006012,容,まあまあ、動いたばっかりだからさ。少し休憩。,哎呀，才刚运动完。稍微休息一下。
2005006013,容,しぐれはもう復活？　はやいねえ。,时雨已经好了吗？恢复得真快。
2005006014,时雨,ふんっ。しぐれはちゃんと体力配分考えてたんで。/nほら、早く火起こししますよ。,哼。毕竟时雨我把体力分配得很精确。/n快来生火吧。
2005006015,容,お、いよいよだね。/n仁花子としぐれの選んだ炭の出番じゃん。,噢，终于到这一刻啦。/n轮到仁花子和时雨挑选的木炭出场啦。
2005006016,仁花子,はい！　普通とは違った炭なんですって！/n楽しみです！,没错！我们挑的是不同寻常的炭！/n敬请期待！
2005006017,时雨,まっ、初めて焚火を使って料理しますし？/nどうせなら特別な炭を使いたいですよね～。,毕竟，我们不是第一次用篝火做饭嘛？/n那当然会想要用特别的炭吧~。
2005006018,初魅,あぁ、楽しみにしてるぞしぐれ。,好，我很期待哦，时雨。
