Id,SpeakerName,Phrase,translation
2005007001,凛,これは……やっぱり原因は炭だな。,这是……果然原因在于这个炭。
2005007002,仁花子,炭？,炭？
2005007003,凛,備長炭は長時間燃えるんですけど、/nその分、火がつきにくいんです。,虽然备长炭可以长时间燃烧，/n相应地，很难点着火。
2005007004,抚子,前に私たちも備長炭を持ってきたけど、/n結局うまくつけられなくて、成型炭を使ったよね。,我们以前也带过备长炭来，/n因为迟迟点不着火，最终还是换成了成型炭。
2005007005,容,炭の種類でこんなに火がつきにくくなるなんて知らなかったよ。/nアタシもまだまだだねえ。,我都不知道仅仅因为炭的种类不同就会让火这么难点着。/n看来我需要学习的还很多呀。
2005007006,仁花子,ううん、備長炭にしようって提案したのは私だし、/nいるるんは悪くありませんよ。,不，提议使用备长炭的人是我，/n不是容容的错哦。
2005007007,时雨,そもそも、今回は誰が悪いとかじゃなくないですかぁ？/nそれに、結局今のままじゃ火がつかないっていうのは変わってませんよねぇ。,归根结底，这也不是哪个人的错吧？/n而且，我们现在点不着火的状况也没有改变呀。
2005007008,大黒,あんた、もっと優しい言い方とか出来ないわけ？,你这人说话就不能委婉一点吗？
2005007009,时雨,はぁ？　大黒先輩に言われたくないんですけど。/nそもそもしぐれ、嫌な言い方とかしてませんし～。,哈？我可不想被大黑前辈说这话。/n再说了，时雨我也没把话说得有多难听呀~。
2005007010,初魅,しかし、成型炭か。/n今からでも車を出してホームセンターに買いに行こうか？,不过，成型炭啊。/n现在开车去超市买还来得及吗？
2005007011,容,うーん、今からホームセンターに行くとなると、着く頃には閉まってるかも。/nキャンプ場の受付に行ったら売ってないかな……？,嗯—，就算现在出发，到达的时候说不定超市已经关门了。/n去露营场的接待处问问能不能买到……？
2005007012,凛,それなら……私たちの成型炭分けましょうか？,既然如此……把我们的炭分点给你们吧？
2005007013,初魅,なっ！？　本当か！！？,什么！？真的可以吗！？
2005007014,容,い、いやいや！/nさすがにそれは悪いって……！,不，不用不用！/n这怎么行呢……！
2005007015,抚子,炭なら余ってるから大丈夫！,我们还有不少多余的炭，没关系的！
2005007016,抚子,ね、リンちゃん？,对吧，小凛？
2005007017,凛,うん。私たちも備長炭の火がつかなかった時、/n近くの人に助けてもらったから。,嗯。我们以前带备长炭来，点不着火时，/n也受到过别人的帮助。
2005007018,容,……それなら、お言葉に甘えようかな。/nありがとう、なにかの形でお礼させてね。,……那么，我就不客气了。/n谢谢，我会回报你们的。
2005007019,抚子,ううん！　キャンプ楽しんでね！/n行こ、リンちゃん！,不用啦！露营玩得开心哦！/n走吧，小凛！
2005007020,凛,うん。,嗯。
2005007021,,,
2005007022,仁花子,よかったですね～、火がついて！/nあ～、あったか～い。,太好啦~，终于点着火了！/n啊~，真暖和呀~。
2005007023,容,本当に助かったよ。/nリンちゃんとなでしこちゃんには、頭が上がらないねぇ。,确实受到她们不少的帮助。/n在小凛和小抚子面前简直抬不起头呀。
2005007024,时雨,ちょっと、しぐれ、火使いたいんですけどぉ。/nご飯づくり手伝わないならどいてもらえますぅ？,等等，时雨我还要用火呢。/n如果不能帮忙做饭可以请你让开吗？
2005007025,仁花子,わぁ！　ごめんね、しぐれちゃん。,哇！抱歉哦，小时雨。
2005007026,仁花子,すごい、もういい匂い……おいしそう！,好厉害……闻起来很好吃！
2005007027,时雨,ふんっ。当然ですよ！/nしぐれがつくってるんですから。,哼。那当然！/n毕竟这可是时雨我做的料理。
2005007028,容,この炒めてる魚介をこれから煮ていくんだね。/n全部ひとりでやるのは大変でしょ？　何か手伝おうか？,海鲜炒完还要再煮一遍是吗。/n这些全交给你一个人处理很费劲吧？需要我帮忙吗？
2005007029,时雨,……まぁ、しぐれには手伝いなんかいらないですけど？/nまた容さんの顔、立ててあげますかぁ。,……唉，时雨我其实是不需要帮忙的哦？/n只不过是照顾你的面子罢了。
2005007030,时雨,しぐれが煮込んだ魚介とスープを分けてる間に、/n玉ねぎとお米、炒めててくださ～い。,在时雨我给大家盛煮好的海鲜和汤的时候，/n请你帮忙炒洋葱和米~。
2005007031,容,ふふっ、了解！/n任せてくれてありがとう、しぐれ。,呵呵，了解！/n时雨，谢谢你愿意接受我的帮助。
2005007032,时雨,はい、出来ました。/n海鮮パエリアです。,做好了。/n这是海鲜烩饭。
2005007033,初魅,おぉっ、美味しそうだな。,哦哦，看起来很好吃啊。
2005007034,仁花子,ですね！！　それじゃ早速いただきま～す！/nはむっ、はむっ……。,对呀！！/n那么我先开动啦！啊姆，啊姆……
2005007035,仁花子,ん～～～～！　おいしい～～～！/n香ばしくてエビもプリプリ！,嗯~~~~！好吃~~~！/n味道鲜美，而且虾还很肥硕！
2005007036,容,本当、すごい美味しいよしぐれ。/n貝も入れてるからか、味に深みがある。,时雨，真的超好吃欸。/n是因为放了贝类吗，口味很有层次感。
2005007037,初魅,さすがだな、しぐれ。/n腕を上げたか。,不愧是你呀，时雨。/n技术又有了不少长进。
2005007038,时雨,当然ですよ～！/nしぐれ、料理でも日々進化し続けているんですから！,当然啦~！/n时雨我，哪怕是料理的水准也是每日进化的！
2005007039,大黒,あっそ。まあ、我が主も認めた料理の味は悪くないけど、/n前回と同じものしか作れないなんて、しょせんはガキね。,是吗。虽说这料理得到了我主的认可，味道确实不差，/n不过，既然菜式跟上次一模一样，也就说明你始终还是个小孩呀。
2005007040,时雨,文句があるなら食べてもらわなくていいでーす。,如果你有意见，可以不吃哦—。
2005007041,大黒,はぁ！？　味に文句は言ってないでしょ！/nそうやってすぐ調子乗るところがガキだって言ってるのよ！,哈！？我也没对味道有意见呀！/n一有机会就蹬鼻子上脸，所以我才说你还是小孩呀！
2005007042,容,大黒は素直じゃないなぁ。,大黑真别扭呀。
2005007043,仁花子,えへへ……あっ、そうだ！,欸嘿嘿……啊，对了！
2005007044,仁花子,いるるん、私……いいこと思いついちゃいました！,容容，我……想到了一个好主意！
2005007045,仁花子,こうして美味しいご飯が食べれてるのも、/nリンちゃんたちが助けてくれたからじゃないですか？,我们能吃上这么美味的饭菜，/n多亏了小凛她们的帮助不是吗？
2005007046,仁花子,だから、さっきのお礼として、/nしぐれちゃんの作った美味しいパエリア、差し入れするのはどうですか？,所以，作为回报，/n把小时雨做的美味的海鲜烩饭分一点给她们，怎么样？
2005007047,容,良いね、アタシは賛成。,不错呀。我赞成。
2005007048,初魅,仁花子らしい、優しいアイデアだな。/n私も異論はないぞ。,是个很贴心的点子，很有仁花子的作风呀。/n我没有异议。
2005007049,大黒,成型炭、もらったものね。/n私もにかっちに賛成。,毕竟，我们也拿了她们的成型炭嘛。/n我也赞成仁花花的主意。
2005007050,仁花子,しぐれちゃんも、どうかな？/n作ってくれたご飯、リンちゃんたちに差し入れてもいい？,小时雨，你怎么看？/n可以把你做的饭菜，分点给小凛她们吗？
