Id,SpeakerName,Phrase,translation
2005001001,容,ここに通してっと……これでよし！/n前の椅子よりも組み立てるのは簡単だね。,接到这边……完成啦！/n比之前的椅子组装起来要简单呢。
2005001002,容,座り心地は……っと。/n……うん、悪くない。新調した甲斐があったねぇ。,坐起来的感觉……嘿。/n……嗯、不赖。买新款也算是值了。
2005001003,容,ふーふー、……ぷはぁ。,呼—呼—、……呼哈。
2005001004,容,コーヒー、今度のキャンプの日は牛乳か砂糖持って行った方が良いかな？,咖啡、看来下次野营还是带牛奶和砂糖比较好呢？
2005001005,容,时雨はブラック飲めないだろうし……。/n子ども扱いしないでくださーいって怒りそうだけど。,时羽也喝不来黑咖啡嘛……。/n不过这样说会让她觉得我在把她当小孩而惹她生气的吧
2005001006,容,新調した道具の使い方もおさらい出来たし、/n今度みんなでキャンプに行くときも問題ないかな。,也温习了一遍新款工具的用法、/n这样下次和大家出来露营就不成问题啦。
2005001007,,,
2005001008,仁花子,それで！　冬は空が澄んでいるから、/n夏とは違う星がくっきり見えるんです！,而且！冬天的夜空更明亮、/n一定能比夏天看星星看得还要清楚！
2005001009,容,へぇ～、夏にEdenのみんなでキャンプに行った時も星を見たけど、/n冬だとさらに綺麗に見えるのかな？,诶~、夏天的时候和Eden的大家一起看星星了、/n原来冬季的星空会更漂亮吗？
2005001010,仁花子,それはもう！　さっき稽古で犬の演技をしましたよね？,那肯定啊！你也看到我刚才排练演的小狗了吧？
2005001011,容,うん、自分の尻尾を追いかける犬の演技だよね。/n無邪気さに、少しの愚かさを出せって初魅が言ってた。,嗯、追着自己尾巴跑的小狗对吧。/n初魅说在表现它天真一面的同时、还要带点傻气。
2005001012,仁花子,はい！　冬にはおおいぬ座とこいぬ座が出るんですけど、/nおおいぬ座の一等星、シリウスがキラキラ輝いていて！,嗯！冬天能看见大犬座和小犬座、/n而大犬座的等星、天狼星也会格外闪耀！
2005001013,大黑,シリウス……！！,天狼星……！！
2005001014,时雨,なんですか大黑先輩。/n急に怖い顔しないでもらえますぅ？,怎么了大黑前辈。/n突然一副好可怕的表情干什么？
