Id,SpeakerName,Phrase,translation
2002402001,八恵,クリスティーヌを演じた頃、……懐かしいなあ。,饰演克里斯汀的时候……真怀念啊。
2002402002,八恵,これで、ダイスターの認定をいただいたんでしたっけ。,记得当时就这样获得了大明星的认可呢。
2002402003,八恵,ふふ、台本にもいろいろ書いてありますね。/nラウルと思い出を語るシーンはふたりで歌うように。,呵呵，剧本上也记了好多细节呢。/n和劳尔回忆往事的那段要像对唱般演绎。
2002402004,八恵,ファントムには怯えから、徐々に愛情を見せて、/n優しく……包み込むように、寄り添って。,对魅影要从畏惧逐渐展现爱意，/n温柔地……像包裹一般依偎过去。
2002402005,八恵,大変なことも沢山ありましたが、とても良い経験になりました。,虽然也经历了很多困难，但都是宝贵的经验。
2002402006,八恵,（もしも、私がファントムでここなさんがクリスティーヌだったら、/n　私はダイスターになれていたのでしょうか？）,（如果当时我演魅影，心菜演克里斯汀的话，/n　我能成为大明星吗？）
2002402007,八恵,（『アラビアンナイト』の頃の私のままだったら、/n　絶対にダイスターにはなれませんでした）,（要是只是保持演『一千零一夜』时的我的状态，/n　绝对成不了大明星）
2002402008,八恵,（だからきっと、これは私だけではなしえなかったもので……）,（所以这一定不是我能独自完成的……）
2002402009,八恵,あっ、こっちの台本は……『アラビアンナイト』。,啊，这里的剧本是……『一千零一夜』。
2002402010,八恵,あの時は、魔人をやりたいなんて突然お願いして……。,那时突然提出想演灯神……
2002402011,八恵,ふふ、アラジン役のここなさんには、感謝しなくちゃいけませんね。,呵呵，必须得感谢演阿拉丁的心菜呢。
2002402012,八恵,コゼットにエポニーヌ、ジュリエット、クリスティーヌ。/n……ぱんださんはたくさんのやりたい役をおっしゃってました。,珂赛特、艾潘妮、朱丽叶、克里斯汀……/n潘达说了好多想演的角色呢。
2002402013,八恵,やってみたい役……。,想尝试的角色……
2002402014,八恵,（どんな役でもこなしたい。クリスティーヌや魔人、/n　かぐや姫みたいな愛らしい役だけじゃなくて――）,（想驾驭所有角色。不仅是克里斯汀、灯神、/n　辉夜姬这类可爱的角色——）
2002402015,八恵,（たとえば、ファントム。人魚姫の魔女、王子様、/n　コメディリリーフ、大人っぽい役、かっこいい役）,（比如魅影、『人鱼公主』里的魔女、王子、/n　喜剧配角、成熟系角色、帅气型角色）
2002402016,八恵,（……柊さんみたいに）,（……像柊姐那样）
2002402017,,,
2002402018,花,あら？　八恵、そんなに急いでどこ行くの？,哎呀？八惠，这么着急是要去哪？
2002402019,八恵,柊さんを探してるんです。/n今度の公演の稽古、一緒にしたくて！,在找柊姐！/n想和她一起排练下次的公演！
2002402020,,それは、ここなさんたちが入団する前。/n柊さんがまだ舞台に立っていた頃のことでした。,那是心菜她们入团前，/n柊姐还在舞台上活跃时的事了。
2002402021,八恵,（次の舞台は『人魚姫』、柊さんが王子様で、私が人魚姫！/n　まだ台本を見ただけですが、絶対素敵な舞台になります！）,（下个舞台是『人鱼公主』，柊姐演王子，我演人鱼公主！/n　虽然还只看过剧本，但一定会成为精彩的舞台的！）
2002402022,八恵,あ、この部屋かな？,啊，是这个房间吗？
2002402023,八恵,柊さ――,柊——
2002402024,纱茂,――決心は固いのね？,——下定决心了吗？
2002402025,望有,はい。,是的。
2002402026,八恵,……？,……？
2002402027,,,
2002402028,望有,今回の公演を最後に、舞台には立ちません。/nこれからは裏方としてシリウスを支えさせてください。,这次就是我最后的演出了，今后我将不再上台。/n请让我作为幕后人员支持天狼星。
2002402029,纱茂,あなたはまだ若いしセンスもある。,你还这么年轻，也拥有个性。
2002402030,纱茂,他の劇団からもたくさん声がかかってるんでしょ？/n移籍すれば、ワールドダイスターの道だって開けるはずよ。,很多剧团都在邀请你吧？/n只要转会的话，很有机会成为世界大明星。
2002402031,望有,……私に役者の道を示してくれたのはシリウスです。,……是天狼星为我指引了演艺之路。
2002402032,望有,シリウスからワールドダイスターを輩出する……。/nそれまでは、舞台に立つ気はありません。,我希望天狼星能不断培养出世界大明星……/n 在那之前，我不会再站上舞台。
2002402033,八恵,……！,……！
2002402034,,,
2002402035,八恵,……。,……。
2002402036,八恵,はやく、ワールドダイスターになりたい。,好想快点成为世界大明星。
2002402037,八恵,今はまだ、ダイスターになったばかりですが……。,虽然现在才刚成为大明星……
2002402038,八恵的母亲,八恵？　あんまり夜更かししないのよ。/n明日は取材があるんでしょう？,八惠？不要熬太晚了。/n明天有采访吧？
2002402039,八恵,あっ！　はい！,啊！知道了！
2002402040,八恵,（明日はフューチャーダイスターの取材……。/n　柊さんとの待ち合わせは――）,（明天是未来大明星的采访……/n　和柊姐的约定——）
2002402041,八恵,よし、頑張りましょう。,好，加油吧。
chapter,寻找第七颗星星,,
title,公主大人与王子殿下,,
info,翻译：苏米热 校对：XXX,,
