Id,SpeakerName,Phrase,translation
1010312001,静香,は〜……ハードな稽古のあとは、やっぱりお風呂よ……。/n全身の疲れが溶け出していくみたい……。,"啊〜……高强度的排练后果然得泡澡啊…/n全身的疲惫好像都溶化了…"
1010312002,心菜,……静香ちゃん、今日も稽古頑張ってたもんね。/n演技もどんどん仕上がってきてるし。すごいなぁ。,"……静香今天也很努力排练呢/n演技也越来越完善了，好厉害啊。"
1010312003,静香,……そういうここなは、あの後どうなの？,"……在那之后心菜你又怎么样呢？"
1010312004,心菜,あはは……。,啊哈哈……
1010312005,静香,ちょっと……大丈夫なの？　/n困った事があったら私に言ってよね？　,"真的……没问题吗？/n遇到困难的话要跟我说哦？"
1010312006,静香,私はここなのセンスなんだし。,毕竟我是心菜的个性嘛。
1010312007,心菜,…………。,"……"
1010312008,心菜,でも、今の静香ちゃんはシリウスの役者のひとりなんだから。,但现在的静香已经是天狼星的正式演员了。
1010312009,心菜,もう少し自分で考えてみるね。この前ヒントだってもらったもん！　,我想再自己思考看看！之前你也已经给了我提示嘛！
1010312010,心菜,じゃ、先に上がるね！　私、もっと練習しなきゃ。,那我先出去啦！我得再多练习下。
1010312011,,,
1010312012,花,——以上。,"——差不多就是这些。"
1010312013,花,修正してほしい箇所について、分からなかった人いる？　,关于需要修改的部分，还有人不明白吗？
1010312014,卡特莉娜・潘达,大丈夫です！,没有了！
1010312015,望有,それじゃ、最後に今のところ通しでやるわよ。,那么最后再整体走一遍。
1010312016,心菜・静香,はい！,好的！
1010312017,望有,始め！,开始！
1010312018,八恵,……静香さんはさすがですね。,……静香果然很厉害。
1010312019,花,演出の意図を掴む感覚がとにかく鋭いわ。/n私が目指す先まで、最初から想定しているかのよう。,"把握演出意图的直觉非常敏锐。/n仿佛从一开始就预见到了我的目标。"
1010312020,望有,ずっと、ここなの相談役をしていたからでしょうね。/nカトリナとぱんだも悪くないわ。,"毕竟一直在担任心菜的顾问吧。/n卡特莉娜和潘达也不错。"
1010312021,花,もっとEden版に引っ張られて苦戦することも考えてたけど、/n上手くリセットできてる。問題ナシね。,"本来以为会被Eden版带偏陷入苦战/n但很好地重置了思考。一切顺利呢。"
1010312022,八恵,……だからこそ、ここなさんが気になります。,……正因如此才更容易在意心菜
1010312023,望有,…………。,"……"
1010312024,花,他と比べて、明らかに仕上がりが遅れてる。,和其他人相比，进度明显落后。
1010312025,花,どこか悪いとか聞いてない？　試験で赤点取ったとか。,有听说哪里出了问题吗？比如考试不及格之类的
1010312026,望有,あってくれたら楽なんですけどね。,要是有的话倒简单了。
1010312027,八恵,……役のイメージを掴み切れてないんだと思います。,……我觉得她还没能完全掌握角色的形象。
1010312028,八恵,だから、静香さんの演技に引っ張られる形で、/n自分の役を掴もうとしているんじゃないでしょうか？　,"所以才会被静香的演技带着走。/n试图通过这种方式抓住自己的角色吧？"
1010312029,望有,これじゃアスモデウスだけが主役みたいね……。/nひよりとアスモデウス、ふたりの物語なのに。,"这样就像是只有阿斯莫德一个主角了……/n明明是日和与阿斯莫德两个人的故事。"
1010312030,花,静香ありきじゃなく、ふたりで並び立ってほしいんだけどね。,希望不是以静香为中心，而是两人并立呢。
1010312031,花,……どうする、望有？　,……怎么办，望有？
1010312032,望有,……まだ様子見させてください。,……请让我再观察下情况。
1010312033,花,おっけー、尊重する。,OK，尊重你的决定。
1010312034,花,でも、タイムリミットは迫ってるわよ？　,但时间可不多了哦？
1010312035,望有,わかってます。,我知道。
1010312036,,,
1010312037,心菜,…………すぅ………………ぶくぶくぶくぶくぶく。,"…………呼…………咕嘟咕嘟咕嘟咕嘟。"
1010312038,潘达,ここちゃん、ここちゃん！　沈んでる！　/nお風呂場で寝ちゃダメですよ！　,"心心，心心！沉下去了！/n不能在浴池里睡觉哦！"
1010312039,心菜,ぷは……にゃ？　……あ、寝ちゃってた？,"噗哈…喵？……啊、我睡着了吗？"
1010312040,潘达,今日はお疲れみたいですし、/n早めにあがって休んだ方がいいと思いますよ？　,"你今天看起来很累了。/n还是早点休息比较好哦？"
1010312041,心菜,ありがとー……冷たい水で顔洗って来るね。,谢谢…我去用冷水洗个脸。
1010312042,心菜,つめたーい！　目が覚めたー！,好冰！清醒了！
1010312043,潘达,……苦戦してますからねえ。/n仕方ないと言えば仕方ないのかもしれませんが。,……陷入苦战了呢。/n只能说是无可奈何的吗。
1010312044,知冴,喉越しの悪いそうめんみたいだよ。,就像是卡喉咙的素面一样。
1010312045,卡特莉娜,…………。,"…………。"
1010312046,静香,………………ここな。,"…………心菜。"
1010312047,静香,（『もう少し自分で考えてみる』なんて言ってたけど、/n　このままでいいわけない）,"（虽然她说『要自己再想想』，/n但这样下去可不行）"
1010312048,静香,（その理由も、どうすればいいかも……わかってる。,"（无论是理由还是解决方法……我都明白的。"
1010312049,静香,　……私は、ここなのセンスなんだから）,"……因为，我就是心菜的个性啊）"
1010312050,静香,やっぱり……そうだよね。,"果然……是这样呢。"
title,排练，进行中,,
info,翻译：苏米热  校对：XXX,,
chapter,天狼星 3章,,
