Id,SpeakerName,Phrase,translation
2003107001,講師,カトリナさん、とてもよくできていましたね。,卡特莉娜完成得非常出色呢。
2003107002,講師,卵の中のシーンでは窮屈に閉じ込められた孤独なヒナを、旅立ちのシーンは/nヒナの成長と、仲間を見つけた喜びをうまく表現されていました。,待在蛋里的场景完美表现出了被束缚的孤独雏鸟，/n展翅飞翔的场景则出色展现了雏鸟的成长与找到同伴的喜悦。
2003107003,卡特莉娜,ありがとうございます。,非常感谢。
2003107004,講師,それでは次。/n静香さん、お願いします。,那么下一位。/n有请静香。
2003107005,静香,はい！,好的！
2003107006,,,
2003107007,静香,……。,……。
2003107008,静香,（課題は『孤独の絶望と希望』……。/n　似たようなことを昔考えた経験がある）,(课题是『孤独的绝望与希望』……/n以前有过类似的心路历程)
2003107009,静香,（私はここなから生まれたセンス。/n　私と全く同じ存在をこの世界で見たことがない）,(我是因心菜而诞生的个性。/n从未见过与我完全相同的存在)
2003107010,静香,（……私には、ここなしかいなかった）,(……我的世界里只有心菜)
2003107011,卡特莉娜,（静香は床に横になっている。何を表現するつもりなのかしら？/n　身体を丸めて眠る姿は胎児のようだけど――）,(静香躺在地板上。想表现什么？/n蜷缩的睡姿像是婴儿一样……)
2003107012,静香,（初めて目を覚ました時、私は自分がいったいなんなのかわからなかった。,(初次醒来时，我完全不明白自己是什么样的存在。
2003107013,静香,　そして……あの子と出会った）,之后……遇到了她)
2003107014,静香,（幼い頃の無邪気な時間は、温かで優しくて宝物みたい。/n　あの防波堤の上で、私は演じることの喜びを知った）,(小时候的纯真时光如同温暖珍宝。/n在那防波堤上，我第一次体会到了表演的喜悦)
2003107015,知冴,……幸せそうな顔。/n身振りからして、何かを演じてる？,……幸福的表情。/n看动作像是在表演什么？
2003107016,卡特莉娜,誰かを見て楽しそうに笑ってるわね。/nなら……ここなとの思い出……とか？,是看着某人开心地笑吧。/n难道是……和心菜的回忆？
2003107017,静香,（でもその時間は長く続かない。私たちは別れて、/n　たったひとりの親友は、私を忘れて――）,(但美好的时光终究短暂。我们分别后，/n我唯一的挚友忘记了我——)
2003107018,静香,（再び目を覚ました時、私は自分が何者かやっと気づいたの）,(当我再次苏醒时，我终于明白了自己是谁)
2003107019,静香,（雨の日の公園、あの子の涙を拭いたかった。/n　水鏡越しに手を伸ばして――でも届かなくて）,(雨天的公园里，我想拭去她的泪水。/n在水中的倒影里伸出手——却无法触及)
2003107020,静香,（私は、ひとり）,(我……孤身一人)
2003107021,卡特莉娜,（鏡合わせのマイムの後は、力なく床に崩れ落ちて――/n　これは、ここなと離れ離れになった時の悲しみを表現してるの？）,(在紧贴镜子的动作后无力地瘫倒在地——/n这是在表现与心菜分离时的悲伤吗？)
2003107022,卡特莉娜,（……ひとつも台詞を発してないのに。/n　なんて表現力なの……）,(……明明没有一句台词。/n何等惊人的表现力……)
2003107023,知冴,すごいや、静香。/n見てるこっちまで胸が痛くなってくるね……。,好厉害啊静香。/n看得我胸口都开始隐隐作痛了……
2003107024,静香,（でも諦められなかった。/n　あの新幹線の中で私はここなともう一度出会ったの）,(但我不愿意就此放弃。/n在那趟新干线的车厢里，我与心菜再一次相遇了)
2003107025,静香,（ここなをワールドダイスターにするために、/n　私は生まれて。その使命を果たすって決めたから……！）,(我是为了能让心菜成为世界大明星而诞生的。/n我一定要完成这个使命……！)
2003107026,知冴,あれ……鏡から抜け出す演技かな。,啊……这是从镜子里挣脱出来的表演吗？
2003107027,卡特莉娜,ええ。閉じた世界の外に出ようとしてる。/n……さっきとは雰囲気が違う。苦しみもがきながらも前に進んでる。,是的。试图突破封闭世界。/n……与刚才的氛围不同，虽然痛苦挣扎但仍奋力前行的感觉。
2003107028,静香,（そして……いつかはここなと同じ場所に立ちたい。/n　ここなと一緒に、舞台の上で強く輝きたい）,(渴望着……终有一天能与心菜并肩而立。/n在舞台上共同绽放光芒)
2003107029,静香,（……それが私の、心の奥底の願い）,(……这就是我内心最深处的愿望)
2003107030,卡特莉娜,……。,……。
2003107031,,,
2003107032,静香,……はぁ、はぁ……。,……呼……呼……
2003107033,静香,以上です。,表演结束。
2003107034,講師,――すばらしいですね。,──太精彩了。
2003107035,講師,心の機微のひとつひとつが伝わる……とても繊細な演技だ。/nこのような演技が見られるとは驚きました。,每个情感细节都清晰传达……极其细腻的表演。/n能看到这样的表演真是太惊喜了。
2003107036,講師,みなさん、静香さんに拍手をお願いします。,请大家为静香鼓掌。
2003107037,静香,あ……。,啊……
2003107038,静香,ありがとうございます……！,非常感谢……！
2003107039,卡特莉娜,お疲れさま。/nくやしいけど見惚れちゃったわ……アンタの演技。,辛苦了。/n虽然有点不甘心但我看入迷了……你的表演。
2003107040,静香,……ありがとう。,……谢谢。
2003107041,静香,でも、あなたに影響されたところもあるのよ。,不过这也有受你影响的部分哦。
2003107042,卡特莉娜,そうなの？,是吗？
2003107043,静香,カトリナが卵の中にいるヒナを表現した時、/n昔の思い出がよみがえってね。私は鏡合わせの演技をやろうと思ったの。,你表演壳中雏鸟时，/n唤起了我的回忆。所以我才决定尝试镜中表演的。
2003107044,卡特莉娜,鏡か。/n確かにここなと静香に当てはまるところがあるかもね。,镜子啊。/n确实很符合你和心菜的关系呢。
2003107045,静香,……気づいた？,……你发现了？
2003107046,卡特莉娜,アンタとここなの過去は前に聞いたしね。,之前听过你和心菜的过去嘛。
2003107047,卡特莉娜,……ここなも来れたらよかったのに。,……要是心菜也能来就好了。
2003107048,知冴,そうだね、見せたかったよ。,是啊，真想让她看看。
2003107049,知冴,いやでも、あれはここながいないからこそできた表現かも……？,不过或许正因为心菜不在才能展现这样的表演……？
2003107050,静香,それもあるかもしれないわね。/nさすがに本人の前で演じるのは恥ずかしいもの。,也许吧。/n当着本人的面表演确实会害羞呢。
2003107051,静香,……まあ、機会があれば……見せてもいいかもね。,……不过有机会的话……或许可以展示给她看。
title,镜中互映的二人,,
info,翻译：苏米热 校对：XXX,,
chapter,倒影中的静思,,
