Id,SpeakerName,Phrase,translation
1010319001,仁花子,うぅ……良かった……すっごくいい舞台だったよぉ……！,"呜呜……太好了……表演得太精彩了……"
1010319002,时雨,仁花子先輩、ピーピー泣きすぎですよぉ。,仁花子前辈哭得太夸张啦
1010319003,仁花子,だって、だって……結末があんな風になるなんて……。,因为……因为……结局居然变成了那样……
1010319004,容,良いアレンジだったね。/n確かにあの方が、シリウスに合ってると思ったよ。,"改编得很好呢/n确实那样子更适合天狼星"
1010319005,大黑,何よ……これじゃ、文句が言えないじゃない……。,"什么嘛……这样就根本没法挑刺了……"
1010319006,初魅,その様子では、大黒も納得したようだな？,看这样子，大黑也认可了吧？
1010319007,大黑,……い、いいえ！　我が主のオリジナルが唯一絶対です！　/nシリウスのアレンジがどんなに良くても、それは変わりません！　,"……才没有！吾主的原作才是唯一真理！/n天狼星改编得再好也不会改变这点！"
1010319008,时雨,あはっ、自分で良いって認めちゃってるしぃ！　/n大黒先輩、意外とザコですね〜！　,"哈哈！自己都承认改得好了~/n大黑前辈意外地很杂鱼呢~！"
1010319009,大黑,誰がザコよ、このガキ！,说谁杂鱼啊小鬼！
1010319010,仁花子,ひよりちゃんにアスモデウス、ケンカしちゃダメ！　/nシリウス版より先輩コンビなんだから、仲良くしないとだよ！　,"日和与阿斯莫德不许吵架！/n你们可是比天狼星版更早的前辈组合哦，要好好相处！"
1010319011,大黑・时雨,誰がひよりよ！/n誰がアスモデウスですかぁ！,"谁是日和啊！/n谁是阿斯莫德啊！"
1010319012,初魅,……ふっ。,……呵
1010319013,初魅,（望有……お前の描く『悪魔の友人』、楽しませてもらったぞ）,"（望有……你描绘的『恶魔之友』让我很享受哦）"
1010319014,,,
1010319015,潘达,それではー……『悪魔の友人』、公演大成功を祝して！,那么~……为『恶魔之友』的公演大成功干杯！
1010319016,一同,カンパーイ！！,干杯！！
1010319017,潘达,くぅー！　やっぱりめでたい雰囲気の打ち上げは最高ですね！,"呼~！果然庆功宴的气氛最棒了！"
1010319018,八恵,本当に、舞台に出てない私も混ぜてもらっていいんですか？,真的可以让我这个没登台的人参加吗？
1010319019,纱茂,当たり前でしょ。八恵もシリウスの一員なんだから。,当然了，八惠也是天狼星的一员啊
1010319020,望有,シャモさんの言う通り！　/n遠慮せず飲んだり食べたりするのよ！　,"纱茂婆说得对！/n大家都别愣着，该吃吃该喝喝吧！"
1010319021,花,そうそう！　若い子は食ってなんぼよ食って！　/nぐんぐん大きくなりなさーい！　,"对对！年轻人就是要多吃点！/n多吃点才能快点长大~！"
1010319022,知冴,ボスたち、もうベロンベロン。,大姐头们都已经喝醉了
1010319023,潘达,みんな、舞台の大成功が嬉しいんですよ。/nそれもこれも、おシズちゃんの大活躍のおかげですね！　,"大家都很高兴舞台大成功/n这都多亏了小静的活跃表现呢！"
1010319024,八恵,公演中は、ずっと話題になってましたもんね。/n今でも雑誌の特集が組まれてるくらいですし。,"公演期间一直是热门话题呢/n现在还有杂志做专题报道"
1010319025,潘达,見てくださいよ、この雑誌の表紙！　/nババーン！　『シリウスに超新星現る。その名は静香？』,"快看这本杂志封面！/n铛铛！『天狼星惊现超新星 名为静香？』"
1010319026,卡特莉娜,ぱんだ……アンタも酔ってるんじゃないでしょうね？,潘达……你没喝醉吧？
1010319027,潘达,失敬な！　いたってシラフですよ！　/nテンション上がってこうなってるだけです！　,"太失礼了！我清醒得很！/n只是情绪高涨而已！"
1010319028,卡特莉娜,それはそれで怖いわよ……。,这样子反而更可怕……
1010319029,卡特莉娜,ぱんだとは逆に……今日の主役はずいぶん大人しいわね。,和潘达相反……今天的主角倒是很安静呢
1010319030,静香,…………。,"…………"
1010319031,心菜,あはは……。/n静香ちゃん、ここまで話題になるのは想定外だったみたい。,"啊哈哈……/n静香也没想到会这么受关注吧"
1010319032,静香,なんだか怖くなっちゃって……。/n街を歩いてると、みんなに見られてる気がするし……。,"总觉得有点害怕……/n走在街上感觉一直被人盯着……"
1010319033,潘达,それだけ注目されたってことです！,这说明你备受瞩目啊！
1010319034,卡特莉娜,役者にとって最高じゃない。/nこういう時に、ファンをガンガン作っちゃいなさい。,"对演员来说不是最好吗/n趁现在多积累些粉丝吧"
1010319035,知冴,まさに入れ食い状態だもんね。,简直就是鱼群疯狂咬钩的状态呢
1010319036,知冴,あ、静香と一緒に釣りに行けば、大漁間違いなし？　,啊，和静香去钓鱼肯定大丰收？
1010319037,静香,人のこと撒き餌みたいに言わないで！,别把人说成鱼饵啊！
1010319038,心菜,ふふっ……。,呵呵……
1010319039,静香,こ、ここなにも笑われた……！？,连、连心菜都笑我……！？
1010319040,心菜,し、静香ちゃんを笑ったわけじゃないよ！,不、不是笑静香啦！
1010319041,心菜,静香ちゃんがみんなに愛されてるって思ったら、/nとっても嬉しくて……。,"想到静香被大家喜爱/n就特别高兴……"
1010319042,静香,ここな……。,心菜……
1010319043,心菜,静香ちゃん……改めてデビューおめでとう。/nこれからも、一緒に舞台に立とうね。,"静香……再次恭喜你出道/n今后也要一起站上舞台哦"
1010319044,静香,ええ……！　/n私も、もっともっとここなの隣で演じたい！　,"嗯……！/n我也一样，想更多更多地在心菜身边表演！"
title,天狼星期待的新人,,
info,翻译：苏米热 校对：XXX,,
chapter,天狼星 3章,,
