Id,SpeakerName,Phrase,translation
2001404001,静香,センスの発動も不安定だったあの頃、まだダイスターになりたいって夢も/nなかった頃……ここなはようやく、子どもらしく友達と遊べるようになった。,那时候个性的发动也很不稳定，那时候还没有想要成为大明星的梦想……/n心菜终于能像个孩子一样，和朋友们玩耍了。
2001404002,心菜,……楽しかったあの頃。,……那段快乐的时光。
2001404003,知冴,ここな？,心菜？
2001404004,,,
2001404005,,,
2001404006,心菜,少しだけ思い出したの。あの頃のこと。/nいつからか防波堤に来なくなった子を、ずっと待ってた。,我稍微想起来了，关于那个时候的事。/n从有一天开始，我一直在等那个不再来防波堤的孩子。
2001404007,心菜,毎日待ってたはずなのに。皆との演劇ごっこが終わって、/n皆が帰ったあとも……陽が落ちるまでずっと。,明明每天都在等。和大家一起的戏剧游戏结束，大家回家后……/n我一直等到太阳落山。
2001404008,心菜,でも、あの子はこなかった。私の好きだった役者さんと似ていたあの子。,可是，那孩子一次都没来过。那个和我喜欢的演员很像的孩子。
2001404009,心菜,何か悪いコトしたかな？　嫌われちゃったかな？/n……もう一緒にお芝居できないのかな。,我做了什么坏事吗？是不是被她讨厌了？/n……难道就再也不能一起演戏了吗？
2001404010,心菜,次の日も次の日も……待ってたのに。,第二天、第三天……我一直在等。
2001404011,,,
2001404012,,,
2001404013,心菜,小学校を卒業する頃には、きっと引っ越しちゃったんだって……/n自分の中で整理をつけて……静香ちゃんのこと忘れちゃったんだ。,等到小学毕业的时候，我心想她一定是搬家了吧……/n在心里整理了一下……然后就忘了和静香有关的事了。
2001404014,潘达,あー……そういうの、ありますよね。/n特に低学年の頃は……よく遊んでたけど忘れちゃった子とかいそうですし。,啊……是有这种事呢。/n特别是在低年级的时候……明明玩得很好的朋友，后来却忘了的。
2001404015,潘达,ぱんだにいじわるしてきた奴らのことはずーっと覚えてますけどね！,不过，潘达可是一直记得那些捉弄过潘达的人呢！
2001404016,知冴,ぱんだは、報復してたよね。その子たちに。,潘达，你可是报复过那些孩子了吧。
2001404017,静香,報復って……何したの？,报复？你做了什么？
2001404018,潘达,聞きたいですか？,你想听吗？
2001404019,心菜,い、いやいいよ！,不，不用了！
2001404020,心菜,聞かなくていいよね、静香ちゃん！,静香，不需要听对吧！
2001404021,静香,そ、そうね……。,是、是啊……
2001404022,知冴,知らぬがぱんだ……のためにもいい。,不为人知的潘达……对大家都好呢。
2001404023,知冴,のためにもいい。,……
2001404024,潘达,で……それからしばらくおシズちゃんの登場はなし、と。/nふたりが再会したのは、シリウスに来る少し前ってことになりますか？,所以……那之后小静都没有出现，也就是说。/n你们的重新相遇，是在来天狼星前不久吗？
2001404025,静香,そうね……ここなの前にもう一度現れたのは……。,是的……我重新出现在心菜面前……
2001404026,,,
2001404027,,,
2001404028,静香,ここなが何度目かのオーディションに落ちた、中学３年生の冬。,是在心菜的试镜失败很多次之后，她已经是初三学生了的那个冬天。
Chapter,回忆中许下的约定,,
title,静香所不知道的记忆,,
info,翻译：苏米热  校对：XXX,,
