Id,SpeakerName,Phrase,translation
1010220001,潘达,それでは、人魚姫の全公演完了を祝して……,那么，为了庆祝美人鱼所有公演的顺利完成……
1010220002,潘达,かんぱーい！！,干杯—！
1010220003,一同,かんぱーい！,干杯—！
1010220004,心菜,八恵ちゃん、食べたいものなんでも言ってね！/nすぐに持ってくるから！,小八惠，想吃什么尽管说！/n我帮你拿！
1010220005,八恵,ありがとうございます。,非常感谢。
1010220006,八恵,でも、心菜さんもちゃんと食べて――,可是，心菜同学多吃——
1010220007,静香,あのお寿司も美味しそうよ！/nすぐに取ってくるわ。,那块寿司好像很好吃！/n我帮你拿。
1010220008,八恵,わ、静香さんまで！,哇，就连静香同学你也来！
1010220009,八恵,どうぞおかまいなくですよー！,请不要太过关照我啦—！
1010220010,潘达,さっすー……それ、何食べてんの……？,流流……你吃的，是啥……？
1010220011,知冴,ん？　今朝釣ってきた穴子の白焼き。,嗯？是把今早钓上来的糯鳗作为原材料的白烧。
1010220012,知冴,一度、捌いてみたかったんだ。,稍微处理了一下。
1010220013,潘达,今朝って、いつの間に……。,今早是，什么时候……
1010220014,花,相変わらず、日本酒が好きね。/nでも……ちょっと飲み過ぎじゃない？,你还是那么喜欢日本酒呀。/n不过……是不是喝得太多了？
1010220015,望有,こういう日じゃないと、/n思い切り酔えないですから。,如果不是这种日子，/n就不能尽情喝醉了呀。
1010220016,卡特琳娜,打ち上げだからって言っても、/nちょっと自由気まますぎない……？,就算说是庆功会，/n这是不是有些太放纵了……？
1010220017,潘达,細かいことはいいんですよ！/n公演大成功のお祝いも兼ねてるんですから！,这些细枝末节无所谓啦！/n毕竟也是为了庆祝公演圆满成功嘛！
1010220018,潘达,『人魚姫』、大好評でよかったじゃないですか！,『美人鱼』取得好评当然值得高兴啦！
1010220019,潘达,まぁ～、公演までにはいろいろありましたけど！,嗯~，虽说在公演之前发生了很多意外！
1010220020,卡特琳娜,反省してるんだから、カンベンしなさいよ……。,我有在反省啦，你就饶了我吧……
1010220021,知冴,なになに……『主役の人魚姫を演じた卡特琳娜・グリーベルは、/n今までにない親しみと染み入るような演技で観客の心を掴み――』,什么什么……『饰演主角美人鱼的卡特琳娜・古雷贝尔，/n以从未有过的亲切而沁人心肺的演技抓住了观众的心——』
1010220022,潘达,ん？　さっすー、何読んでんの？,嗯？流流，你在读什么？
1010220023,知冴,雑誌の舞台レビュー。/nシリウスの『人魚姫』のこと、べた褒めだよ。,杂志上的舞台评论。/n对天狼星的『美人鱼』，那可是赞不绝口呀。
1010220024,卡特琳娜,そのレビュアーは実によくわかってるわ。/n流石、続きを読み上げて！,这评论我也知道。/n流石，继续念下去！
1010220025,心菜,卡特琳娜ちゃん、その雑誌が発売してから/n毎日読み返してるよね……？,小卡特琳娜，从那期杂志发售以来，/n好像每天都要读一遍欸……？
1010220026,静香,あれでもまだ足りないの……？,难道这还不够吗……？
1010220027,卡特琳娜,称賛の声こそ、役者の糧よ。/n心菜だって、褒められたら嬉しいでしょ。,称赞的声音，正是演员的食粮。/n心菜你也一样，会因为受到夸奖而开心吧。
1010220028,心菜,役者の糧……そうだよね！,演员的食粮……对呀！
1010220029,心菜,私も、未だに『アラビアンナイト』の時の感想とか読むし。,我也是，就算到了现在，也还在读『阿拉丁神灯』时的感想。
1010220030,潘达,わかるー！　潘达もエゴサで褒め言葉はフォロって、,我懂—！潘达我也常常自搜去找夸赞的评论，
1010220031,潘达,アンチとは徹底的にバトってますもん。,而对抹黑的评论，则会战斗到底。
1010220032,卡特琳娜,バトるのはちょっと違うんじゃないかしら。,跟评论战斗有点不太对吧。
1010220033,知冴,ふふ……卡特琳娜、いい笑顔だ。,呵呵……卡特琳娜，露出了很不错的笑脸呀。
1010220034,纱茂,この子たちが引っ張っていってくれるなら、/n今後のシリウスは安泰ね。,既然有这些孩子们砥砺前行，/n想必今后的天狼星也会安如泰山吧。
1010220035,望有,ええ……でも、安泰で終わるつもりはありません。/nシリウスの未来は、まだまだ続いていくんですから。,当然……不过，我可不打算看到安泰就停下脚步。/n天狼星的未来，还得继续延伸。
1010220036,纱茂,うふふ……楽しみだわ。,哼哼……那我就拭目以待吧。
1010220037,儒艮,キュゥッ！,啾！
1010220038,八恵,わぁ！　このお寿司、とっても美味しいです！/nみなさんも食べてみてください！,哇！这个寿司，真的非常好吃！/n大家也来尝尝吧！
1010220039,知冴,こっちの穴子も食べな。/nとっても美味いよ。,也来尝尝这边的糯鳗吧。/n很好吃的哦。
1010220040,心菜,そういえば、『人魚姫』の打ち上げで魚を食べるって、/nなんだかいけない気がする……。,这么说来，在『美人鱼』的庆功会上吃鱼，/n感觉好像不太妙……
1010220041,静香,心菜、そんなの気にしてたら損よ。,心菜，太在意这种事会吃亏的。
1010220042,潘达,そうそう。それに我が劇団の誇る人魚姫は、/nただでは食われなさそうですし。,没错没错。而且我们剧团自豪的美人鱼，/n可不会轻易让我们尝到味道呀。
1010220043,卡特琳娜,当然よ。アタシが演じてるんだからね！,那当然。毕竟是我在演。
info,录制：ylaie  翻译：null  校对：潮留开,,
title,走吧，升起下个帷幕,,
