Id,SpeakerName,Phrase,translation
2001402001,潘达,さて、おシズちゃんのことを知っていくには/nここちゃんとの出会いからお聞きしなくちゃいけないんですけど……。,那么，要了解小静的话，/n必须得从心心和小静的相遇开始听起……
2001402002,心菜,え？　私……？,诶？我……？
2001402003,潘达,どういう形でおシズちゃんが現れたのか。ここちゃんのセンス発現の根源……/nそこが知りたいんですよね。,我想知道小静是以什么样的方式出现的，想了解心心的个性是如何展现出来的……/n想要知道这些。
2001402004,静香,ここな……。,心菜……
2001402005,心菜,うーん……。,嗯……
2001402006,潘达,あ、あれ？,啊，怎么了？
2001402007,潘达,あー……無理に話さなくても大丈夫ですよ？,啊……不用强迫自己说哦？
2001402008,知冴,話したくないことは胸に秘めておく。それも大事なこと。,不想说的事就埋藏在心里，这也是很重要的。
2001402009,心菜,あ、ううん……大丈夫だよ。/nその、ちょっとだけ暗い話になっちゃうかもだけど。,啊，不……没事的。/n那个，可能会变成有点沉重的话题。
2001402010,心菜,私、もともとはこの辺りに住んでたの。,我本来是住在这附近的。
2001402011,潘达,ああ、そうでしたよね。,啊，是这样啊。
2001402012,心菜,うん。……だけど、お父さんの会社の経営が行き詰まっちゃって……。,嗯……可是，爸爸的公司经营不下去了……
2001402013,,,
2001402014,心菜,それから、遠くに引っ越して……そこでお父さんもお母さんも働き出したの。/nだから、学校が終わると夜までひとりのことが多くて……。,然后，我们搬到了很远的地方……在那里，爸爸和妈妈都开始工作了。/n所以，放学后我常常一个人待到晚上……
2001402015,心菜,慣れない環境で、最初はなかなか友達もできなくてね、/n防波堤を舞台に見立てて、よくひとりぼっちで遊んでたの。,在一个不熟悉的环境里，刚开始很难交到朋友，/n我经常把防波堤当成舞台，一个人自娱自乐。
2001402016,心菜,静香ちゃんは、その時に……。,静香就是在那个时候……
2001402017,小静香,あなたも演劇が好きなのね！　私も。,你也喜欢戏剧吗！我也喜欢。
2001402018,小心菜,じゃあ、一緒にやろうよ！,那就一起演吧！
2001402019,静香,私は目覚めた。ここなのセンスとして。/nもうひとりのここなだって自覚はなかったけど。,我作为心菜的个性觉醒了。/n虽然还没有意识到自己是『另一个心菜』一般的存在。
2001402020,,,
2001402021,静香,気づいたら、ここなが防波堤を舞台に見立てて、/nひとり何役も演じているのを見上げてた。,不知不觉中，我注意到心菜把防波堤当作舞台，/n一个人扮演着许多角色。
2001402022,静香,寂しそうに……舞台の上では笑っている芝居をしているのに、/n心は泣いていて、全然うまく演じられてなかった。,看起来很孤单……虽然她在舞台上假装笑着，/n但内心却在哭泣，演技完全不行。
2001402023,静香,だから自然に声をかけたの。きっと私たちは純粋に演劇を楽しみたかった。/nそのために、私は生まれて。,所以我自然地跟她搭话。我们一定是想要纯粹地享受戏剧。/n也正因如此，我才来到这个世界。
2001402024,心菜,私たちは舞台の上で演じあった。今思えば、見よう見まねの幼い演技。,我们在舞台上互相表演。现在回想起来，只是模仿而已的稚嫩演技。
2001402025,静香,でも、楽しかった。,但是，非常开心。
2001402026,,,
2001402027,心菜,いつも私が先に来てたよね？/n防波堤の上でお芝居を始めると、いつの間にか静香ちゃんが見てるの。,一直都是我先到吧？/n每次我在防波堤上开始表演，不知不觉间静香一旁就在看着。
2001402028,静香,ええ。しばらく見て、ここなの演技があんまりにも拙いから/nついつい口挟んじゃって……。,是啊。我看了一会儿，就会觉得心菜的演技太差，/n不自觉就插嘴了……
2001402029,心菜,それから、静香ちゃんがお手本を見せてくれたり、/n即興芝居をやってみたり……時々、喧嘩したり。,然后，静香就会给我做示范，/n或者一起即兴表演……有时候，我们也会吵架。
2001402030,,,
2001402031,,,
2001402032,心菜,それから、いつも私が帰る時間になるといなくなってた。,再然后，每次我准备回家的时候，静香就已经不见了。
Chapter,回忆中许下的约定,,
title,心菜的过去,,
info,翻译：苏米热  校对：XXX,,
