Id,SpeakerName,Phrase,translation
1010215001,,,
1010215002,潘达,おー、見てくださいカトりん！　潘达たちで貸し切りですよ！,哦—，卡特琳快来看！我们包场啦！
1010215003,潘达,夜の劇場って、なんだか雰囲気ありますよねー。,晚上的剧场，莫名地很有气氛呀—。
1010215004,卡特琳娜,わざわざこんなところまで来て、いったいなんのつもり？,特地来到这里，你到底打算干什么？
1010215005,潘达,カトりんと、もうちょいおしゃべりしたいと思って。,因为我想和卡特琳稍微再聊一会。
1010215006,潘达,お風呂で長話してたら、のぼせちゃいますしね～。,要是在浴场长谈，会把人泡晕的呀~。
1010215007,卡特琳娜,くだらない話なら、先に部屋に戻るわよ。,如果你要说些无聊的话题，那我就先回房间了。
1010215008,潘达,真面目な話、するつもりですよ。,我要说的是，严肃的话题哦。
1010215009,潘达,とりあえず座って座って。,先坐吧先坐吧。
1010215010,,,
1010215011,潘达,カトりんとふたりっきりで隣り合わせかー。/nなんだか新鮮ですね。,卡特琳和我两人紧挨着独处啊—。/n感觉很新鲜呢。
1010215012,卡特琳娜,まぁ、確かにね……。,嗯，确实……
1010215013,卡特琳娜,普段は、アンタの隣には流石がいるし。,毕竟平时都是流石在你身旁。
1010215014,潘达,そうですね～。/nなんだかんだ、さっすーとは腐れ縁なんで。,对呀~。/n不知不觉间我和流流就结下了这段孽缘。
1010215015,潘达,……そういうやつが、すっごく遠くに感じる時って、/nめっちゃイライラしませんか？,……当你察觉到，这样的家伙其实离你非常遥远的时候，/n会不会变得很烦躁？
1010215016,卡特琳娜,え？,欸？
1010215017,,,
1010215018,潘达,ずっと隣にいたからこそ、そいつの凄さが痛いくらいわかる。/nだから、追いつけないってこともわかっちゃう。,正因为她一直在身边，才会如此沉痛地领悟到她的强大之处。/n所以，也知道自己根本望尘莫及。
1010215019,卡特琳娜,それって……。,那是……
1010215020,,,
1010215021,潘达,それって、めっちゃムカつくんですよねー。/nなんで、自分じゃなくてあいつなんだって思っちゃいますよ。,那确实会让人超恼火啊—。/n甚至会想，为什么如此优秀的人不是我，而是那家伙呢。
1010215022,,,
1010215023,潘达,たまに『ざけんな！』って叫ばないと、/n正直やってらんないです。,如果不偶尔吼一声『别开玩笑了！』，/n说实话根本撑不下去。
1010215024,,,
1010215025,潘达,こちとら、お前が簡単にできるようなことでも/n死ぬ気でやらなきゃできねーんだよ！　ってね。,即使是那些你能轻易做好的事情，/n换作是我，如果不拼命去干就根本做不到呀！　想这么吼她。
1010215026,,,
1010215027,卡特琳娜,……どうして、そんな話してくれるの？,……为什么，你要对我说这些？
1010215028,潘达,へへへ、どうしてでしょうね。,嘿嘿嘿，到底是为什么呢。
1010215029,潘达,今のカトりん、昔の自分みたいでほっとけないからかも。,可能是因为，现在的卡特琳就像以前的我自己一样，实在无法放任不管吧。
1010215030,卡特琳娜,そっか……。,这样啊……
1010215031,潘达,『人魚姫』は、何があっても潘达たちが成功させます。/n主役が暴走したくらいで、失敗になんてさせません。,这部『美人鱼』，无论如何我们都会使其取得成功。/n只是主角暴走这点小事，绝对不会让演出失败。
1010215032,潘达,だから、カトりんは好き勝手にやっちゃってください。/n主役に振り回されるのも、脇役の仕事ですし。,所以，就请卡特琳你放手去做吧。/n被主角耍得团团转，也是配角的职责呀。
1010215033,卡特琳娜,うん……わかった。,嗯……我知道了。
1010215034,潘达,期待してますよ。,我期待你的表现哟。
1010215035,潘达,つーか、普通の脇役、ここまでしないですよ？,不过，一般来说配角可不会这么尽心尽力的哦？
1010215036,潘达,そもそも、負けた相手に慰めさせないでくれます？,说到底，可以请你不要让输掉的对手来安慰你吗？
1010215037,卡特琳娜,ふふっ……そうね。,呵呵……也是。
1010215038,卡特琳娜,……ねぇ、潘达。,……对了，潘达。
1010215039,潘达,なんですか？,什么事？
1010215040,卡特琳娜,ありがとね。,谢谢你。
1010215041,潘达,あーん？　声が小さすぎて聞こえないですね？/nそれでも役者なんですか～？,啊—？声音太小了根本听不见欸？/n你这样也能算是个演员吗~？
1010215042,卡特琳娜,……言ったわね？/nなら、耳元で思いっきり言ってあげる。,……你真敢说啊？/n那么，我可要在你耳边大声喊给你听了。
1010215043,,,
1010215044,潘达,へっ？　ちょっ！？,啥？等等！？
1010215045,卡特琳娜,ありがとねっ！　脇役さんっ！,谢谢你啊！配角同学！
1010215046,,,
1010215047,潘达,ぎゃっ！？,咕呀！？
1010215048,潘达,……や、やればできるじゃねーですか……。,……只，只要想做还是能行的嘛……
1010215049,卡特琳娜,フフッ、今度はちゃんと聞こえたみたいね？,哼哼，似乎你这次确实有听见呀？
1010215050,潘达,ええ、鼓膜が破れそうなくらいばっちりね！,当然，清楚得鼓膜都快破掉了！
1010215051,潘达,……どういたしまして、我らが人魚姫。,……不客气，我们的美人鱼。
info,录制：ylaie  翻译：null  校对：潮留开,,
title,因为我们都一样,,
