Id,SpeakerName,Phrase,translation
2003103001,讲师,ふふ、とはいえ完全に即興は難しいですよね。/n1分時間を与えますから、演じる人物の設定を固めてください。,呵呵，不过完全即兴还是很难吧。/n给你一分钟时间，请确定好要演绎的角色设定。
2003103002,卡特莉娜,はい。,好的。
2003103003,卡特莉娜,（普通の女子高生……ね。/n　アタシ自身普通の女子高生とは言えるけど）,（普通的女高中生啊……/n虽然我本身也算是普通的女高中生）
2003103004,卡特莉娜,（普通って定義は人それぞれだし……。/n　役者はそもそも、自分ではない別人を演じるもの）,（普通的定义因人而异……/n演员本来就是要演绎与自己不同的人）
2003103005,卡特莉娜,（それでいて、なるべく観客を惹き付ける演技？/n　よくわからないオーダーだわ……）,（而且，还要尽量吸引观众的表演？/n真是难以理解的要求……）
2003103006,卡特莉娜,（――うまくやろうとしなくて良いとは言われたけど。/n　アタシはシリウスの役者として見られている。失敗はごめん）,（虽然老师说不用勉强自己。/n但作为天狼星的演员被注视着。我可不想失败）
2003103007,卡特莉娜,（エチュードは最初の状況設定で舞台が決まる。/n　考えるのよ、アタシにとっての普通で、惹き付ける演技は……）,（即兴演出的舞台效果取决于初始的情境设定。/n要好好思考，对我来说的普通与吸引观众的表演是……）
2003103008,讲师,では始めてください。,那么请开始吧。
2003103009,卡特莉娜,『……冷たっ』,『……好冰』
2003103010,卡特莉娜,『雨……？,『下雨了……？
2003103011,卡特莉娜,　なんで今に限って……傘も持ってないのに……』,为什么偏偏这时候……明明没带伞……』
2003103012,卡特莉娜,『……。/n　いや、今だからか……良いタイミングかも』,『……/n不，或许这雨下得……正是时候』
2003103013,卡特莉娜,『はあ……』,『唉……』
2003103014,静香,（お題は普通の女子高生。でもカトリナの演技はどこか悲しげね。/n　もっと明るい、ここなみたいな女の子が出てくると思ったけど）,（题目是普通女高中生。但卡特莉娜的表演有些悲伤呢。/n我还以为会是更开朗的，像心菜那样的女孩子）
2003103015,卡特莉娜,『…………』,『…………』
2003103016,静香,（泣いてる？）,（在哭吗？）
2003103017,卡特莉娜,『……あの人に振られちゃった。/n　大好きだったのに』,『……被那个人甩了。/n明明那么喜欢的』
2003103018,知冴,なるほど、失恋した女の子か。,原来如此，是失恋的女孩子啊。
2003103019,卡特莉娜,『ふふ……こんなに降ってたら、誰もわからないよね。/n　明日は風邪ひいちゃうかも』,『呵呵……雨下这么大的话，不会有人发现吧。/n明天可能要感冒了』
2003103020,讲师,はい、そこまで。/nカトリナさんありがとうございました。,好的，到此为止。/n感谢卡特莉娜的表演。
2003103021,卡特莉娜,は、はい……。,好、好的……
