Id,SpeakerName,Phrase,translation
1010217001,卡特琳娜,柊さん、今日から稽古に復帰させて。,柊姐，今天开始请让我回来练习吧。
1010217002,卡特琳娜,もう迷ったりしない。/nアタシは、この舞台の主役だから。,我已经不会迷茫了。/n因为我是这个舞台上的主角。
1010217003,望有,……わかったわ。舞台に上がりなさい。,……我知道了。上台吧。
1010217004,卡特琳娜,ありがとう！,非常感谢！
1010217005,望有,さて……どうなるかしらね。,好了……究竟会变成怎样呢。
1010217006,,,
1010217007,卡特琳娜,ごめん、いったん止めて。/nもう一度、１シーン前からやらせてもらえる？,抱歉，暂停一下。/n能从前一幕重新开始吗？
1010217008,花,卡特琳娜、まだ無理しないほうがいいんじゃない？,卡特琳娜，你现在还是不要太勉强吧？
1010217009,卡特琳娜,問題ないわ。頭はスッキリしてるから。/n自分の思ったとおりに動けないのが歯がゆいだけ。,没有问题。我现在头脑很清醒。/n只是自己的身体不听使唤让我有点恼火。
1010217010,花,けど、このまま繰り返して、もしまた……。,可是，像这样不断重复，万一又……
1010217011,心菜,工藤さん、心配しなくても大丈夫ですよ。,工藤姐，别担心，没事的。
1010217012,潘达,ここちゃんの言うとおり。,就如心心所说。
1010217013,潘达,あれは、いつものカトりんですからね～。,因为那就是，平常的卡特琳呀~。
1010217014,知冴,……綺麗な目をした人魚姫だ。,……那是目光炯炯的美人鱼。
1010217015,,,
1010217016,卡特琳娜,（センス、まだ思うように使えないか……）,（虽说个性还无法运用自如……）
1010217017,卡特琳娜,（ま、あれだけいじけてたんだから、/n　見放されるのも当然よね）,（毕竟我曾那么怯懦，/n会被个性抛弃也是理所应当的吧）
1010217018,卡特琳娜,（……上等よ。/n　それなら、今出せる全力で挑むだけ！）,（……这样正好。/n既然如此，那便只有使出全力来挑战了！）
1010217019,,,
1010217020,卡特琳娜,ごめんなさい！　もう１回お願い！,对不起！请再来一次！
1010217021,心菜,わかった、ひとつ前のセリフからでいい？,我知道了，可以从上一句台词开始吗？
1010217022,静香,それなら、こっちのシーンからスタートしたほうが、/n全体的な空気感を変えられない？,这样的话，从这里开始这一幕，/n是不是会让整体的氛围有所不同？
1010217023,八恵,いいですね。そっちも試してみたいです。,不错呀。就这么试试吧。
1010217024,卡特琳娜,そうね……そのほうが、いい芝居になりそう。/n柊さん、それでいい？　演出が少し変わりそうだけど。,也对……这样似乎会产生更好的表演。/n柊姐，可以吗？好像得稍微调整一下演出。
1010217025,望有,ええ、問題ないわ。/nいい芝居に見合う演出を考えるのが私たちの仕事よ。,当然，没有问题。/n考虑如何能使演出与好的表演相称，是我们的工作呀。
1010217026,,,
1010217027,花,……いい空気ね。/nもしかして、ここまで狙ってたの？,……气氛不错。/n你该不会想到了这一步吧？
1010217028,望有,いいえ……あの子たち自身の力です。,没有……那都是这些孩子们自己的力量。
1010217029,望有,……この舞台は必ず成功させます。/nあの熱に報いるためにも。,……就算是为了报偿她们的热情，/n也一定要让这舞台取得成功。
info,录制：ylaie  翻译：null  校对：潮留开,,
title,即便磕磕绊绊,,
