Id,SpeakerName,Phrase,translation
1010311001,望有,はい、今日はそこまで！,好，今天就到这里！
1010311002,心菜・静香,ありがとうございました！,非常感谢！
1010311003,望有,静香のアスモデウスは、昨日よりも良くなってたわ。/nその調子で頑張りなさい。,静香的阿斯莫德比昨天进步了。/n继续保持这个状态努力吧。
1010311004,静香,……！　はい！　/nありがとうございます！　,……！好的！/n非常感谢！
1010311005,望有,一方のここなは、まだ物語の解釈が甘いわね。/nもう一度ひよりと向き合ってきなさい。,另一方面，心菜对故事的理解还太浅薄了。/n再去好好揣摩一下日和这个角色吧。
1010311006,心菜,……はい！,……明白了！
1010311007,静香,（ここな……）,（心菜……）
1010311008,,,
1010311009,静香,『あったかい。きっと、この胸に広がる温もりが幸せなのね』,"『好温暖。这份在胸中蔓延的暖意，一定就是幸福吧』"
1010311010,心菜,…………。,"…………"
1010311011,心菜,（静香ちゃんの演技、やっぱりすごいな……。/n　柊さんにも、もう認められてる……）,"（静香的演技真是太厉害了……/n连柊姐都认可她了……）"
1010311012,静香,ここな……？　夕飯当番なのに帰らなくていいの？,心菜……？今天不是你负责晚饭吗？还不回去吗？
1010311013,心菜,あっ、そうだった！　/n静香ちゃんも一緒に帰る？　,啊！对哦！/n静香要一起回去吗？
1010311014,静香,ごめん、私はもう少し練習しておきたくて……。,对不起，我还想再练习一会儿……
1010311015,心菜,そっか！　じゃあ、先に帰るね！　/n静香ちゃん、頑張って！　,这样啊！那我先回去啦！/n静香，加油哦！
1010311016,静香,ふふ、ありがとう。,呵呵，谢谢你。
1010311017,静香,でも、ここなだって頑張らなきゃいけないこと、忘れないでよ？　,不过心菜也必须要努力，可别忘了哦？
1010311018,心菜,うっ、わかってる……！　,呜、我知道啦……！
1010311019,心菜,じゃ、また後でね。,那一会儿见啦。
1010311020,静香,うん。また後で。,嗯，一会儿见。
1010311021,,,
1010311022,心菜,（稽古が始まってからの静香ちゃんは、とってもイキイキしてる）,"（开始排练后的静香，整个人都神采奕奕的）"
1010311023,心菜,（部屋でもずっと台本を読んでるし、自主練も積極的で、いつも楽しそう。/n　あんな静香ちゃんを見るの初めてで、つい私も嬉しくなっちゃう）,"（在房间里也一直读剧本，自主练习也很积极，看上去非常期待。/n还是第一次看到这样的静香，看得我也不由自主地高兴起来了）"
1010311024,心菜,（静香ちゃんがやっと、ひとりの役者として舞台に立てる。/n　大事な瞬間だもん。邪魔はしたくない……）,"（静香终于能作为独当一面的演员站上舞台了。/n这么重要的时刻，我不想打扰她……）"
1010311025,心菜,（私も、ひよりの役作り頑張らないと……！　/n　静香ちゃんが最高の舞台デビューを飾れるように）,"（我也必须努力塑造日和这个角色……！/n为了能让静香完成最棒的舞台首秀）"
1010311026,八恵,ここなさん、さっきからずっと台本とにらめっこしてますね？,心菜，从刚才起就一直盯着剧本看呢？
1010311027,心菜,あ……八恵ちゃん！,啊……八惠！
1010311028,八恵,稽古、順調ですか？,排练顺利吗？
1010311029,心菜,うん。静香ちゃんがね、柊さんにほめられてたんだ。/n私はまだまだって言われちゃったけど……。,嗯。静香被柊姐表扬了哦/n 但是说我还差远了……
1010311030,八恵,先日の稽古でも拝見しましたが、静香さんの演技はすごかったですからね。,前几天的排练我也看了，静香的演技确实很厉害
1010311031,八恵,けど、今回は静香さんと一緒に役作りされないんですか？　,不过这次不和静香一起塑造角色吗？
1010311032,心菜,うん。これまではふたりで相談して決めてたけど、/n今回は静香ちゃんの役者デビューを応援したいなって。,嗯。之前都是两个人一起，/n但这次我想支持静香的正式登台。
1010311033,心菜,だから、私は私で頑張らないと！,所以我要自己努力！
1010311034,心菜,……とは言っても、まだ役を全然掴めてないんだけどね。,……话虽如此，我还完全没找到角色的感觉呢
1010311035,心菜,あははは……。,啊哈哈哈……
