Id,SpeakerName,Phrase,translation
2005003001,仁花子,わぁ～、アウトドアショップって夏の天体観測ぶりかも！/n見て、だーちゃん！　冬向けのキャンプ用品が増えてるよ！！,哇啊~、上次来户外用品店还是夏天去看星星之前呢！/n快看啊、达酱！冬天的用具变多了哦！！
2005003002,大黑,相変わらず色々あるわね……。,还是和之前一样琳琅满目的啊……。
2005003003,大黑,何かしらあれ、人型シュラフ……？,有些什么呢、人型睡袋……？
2005003004,时雨,ただ季節が変わったから品ぞろえが変わっただけなのに、/n仁花子先輩は大げさですねぇ。,只是应季换商品而已啦、/n仁花子前辈还真是大惊小怪的呢。
2005003005,容,まあまあ、そう言いなさんな。ここら辺では一番大きな店舗だから、/n珍しいものも多いし、いろいろ揃えられると思うよ。,嘛、别这么说嘛。这可是这附近最大的户外用品店哦、/n稀奇货也不少、应该能买齐吧。
2005003006,仁花子,へぇ～、今から見て回るのが楽しみです！,哇哦~、该从哪里挑起才好呢！
2005003007,仁花子,……ん？　あれ？,……嗯？咦？
2005003008,大黑,どうしたの？　にかっち。,怎么了？仁花花。
2005003009,仁花子,見て見て、だーちゃん。/nこのテント、網目のところがないよ。私のテントにはあったよね？,快看啊、达酱。/n这个帐篷没有网眼欸。我那顶有哦？
2005003010,大黑,本当ね……メッシュ生地の部分がないわ。/nそれに、なんだかにかっちが前使っていたテントよりも厚手ね。,真的呢…没有透气口。/n而且、好像比你那顶还要厚。
2005003011,仁花子,たしかに！　触り心地も全然違う！/nそれに裾も長いね。,确实！摸起来感觉完全不同！/n而且下摆也很长。
2005003012,容,おっ、よく気づいたね。/n冬用だから、冷気が入らないようにしてるんだよ。,哦哦、你们注意到了呀。/n因为是冬天用的、这样设计是防止冷空气入侵。
2005003013,仁花子,へ～！　やっぱり季節が違うと色々違うんですね～！,哇~！果然不同季节有不同设计呢~！
2005003014,大黑,テントに網目が付いてたら、外の寒い空気が入ってくるものね……。,放弃透气口的话、外头的风就吹不进来呢……。
2005003015,容,それに冬用テントの違いは寒さ対策だけじゃないんだよ。/n燃料系の暖房を使うことを想定したベンチレーションが上の方に――,而且冬天的帐篷可不止做了防寒处理哦。/n还给燃烧性供暖设备提供了出烟口——
2005003016,初魅,容、冬用ハンモックなんて物があるぞ！,容、你看这还有冬季吊床呢！
2005003017,容,どっか行ったと思ったら、そんなの見つけちゃってまぁ……。/nはいはい、まずテントと寝袋からね。,还以为你跑丢了、原来是找这个去了呀……。/n好好好、但还是先看帐篷和睡袋吧。
2005003018,初魅,寝袋か……、それならさっき見た売り場に暖かそうな物があったな。/n持ってくる！,睡袋啊……、我前面看到了好像很暖和的款式哦。/n稍等片刻！
2005003019,大黑,ああっ！　我が主、私もお手伝いいたします！,啊啊！吾主、我也去帮忙！
2005003020,仁花子,ふたりとも行っちゃった……。,她们两个走掉了……。
2005003021,容,最近色々と忙しそうだったし、/nみんなと出かけられて、初魅もはしゃいでるみたい。,最近要忙活的事情那么多、难得能一起出门玩、初魅应该也挺有兴致的。
2005003022,容,夏と冬のキャンプの違いをもうちょっと話したかったけど、/n続きはまず初魅を落ち着かせてからかな？,本来还想多讲讲冬夏帐篷的差异、/n我看还是等初魅冷静下来再聊吧？
2005003023,时雨,やれやれ、あんなにはしゃいじゃって初魅さんも子どもですねぇ。/n大人なのは容先輩と时雨くらいですかぁ？,哎呀呀、初魅姐闹的跟个小孩子一样。/n看来这里成熟点的只有容前辈跟时雨我了呢？
2005003024,仁花子,でももう欲しい寝袋を見つけてるなんて、/nレンさんはやっぱりすごいです！,不过居然这么快就找到了想要的睡袋、/n连姐可真厉害！
2005003025,仁花子,私たちもレンさんみたいに欲しい物、/n見つけなくっちゃ！,我们也得像连姐学习、/n尽快找到心仪的用具呢！
2005003026,,,
2005003027,仁花子,ふふ～ん♪/nだーちゃんたちもテントが決まってよかった～。,哼哼~♪/n达酱她们买到了想要的帐篷真是太好了~。
2005003028,仁花子,私もはやく見つけないと！　いるるんが夏用テントでもシートを敷けば、/n冬場に使えるようになるって言ってたよね。,我也得赶快了啊！容容说哪怕是夏用的帐篷只要贴上贴布、/n也能在冬天使用。
2005003029,仁花子,えーと、たしか防寒用なんとかシート……。,我想想、记得有御寒型之类的贴布……。
2005003030,仁花子,ん？　防寒用グラウンドシート……これかも！,嗯？与御寒形运动贴布……就是这个！
2005003031,仁花子,他に何か必要そうな道具ないかな～。,还有没有别的可以用到的东西呢~。
2005003032,仁花子,あっ、こっちは調理器具の売り場か～。,啊、这边有烹饪用具啊~。
2005003033,仁花子,わぁ、こんなに小さくても焚火台なんだ！/n飯盒もある！,还有这么小的烤炉啊！/n饭盒也有！
2005003034,仁花子,前は时雨ちゃんに料理を任せてたから気づかなかったけど、/nキャンプ用の調理器具ってこんなに色々あるんだ。,之前是时雨负责做饭所以没有注意、/n原来烹饪用具也分这么多种啊。
2005003035,？？,見て見て、凛ちゃん！,快看快看、小凛!
2005003036,仁花子,ん……？,嗯……？
2005003037,抚子,木製のまな板だって！　これにお肉とか乗っけたら、/n海外のキャンプ動画みたいになるよ！　HEY　YO！！,是木制切菜板欸！用这个切肉的话、/n就跟国外的露营视频里一样了！HEY YO!!
2005003038,凛,キャンプ動画でそんなこと言わなくない……？/nそれにこういうまな板は嵩張って荷物になるよ。,有露营视频这种说法吗……？/n况且这个板可不轻便哦。
2005003039,抚子,あっ、そっか……。,啊、是吗……。
2005003040,抚子,それにしても、やっぱり東京のアウトドアショップは、/n都会だから大きくて品ぞろえが良いねぇ。,不过话说回来、不愧是东京的户外用品店、/n东西齐全种类还多。
2005003041,凛,そうだね、遠征した甲斐があったかも。,是啊、不枉我们远征于此。
2005003042,凛,そういえば、抚子。さっきせっかく遠征に来たんだから、/n新しい調理器具も見てみたいって言ってたよね？,说起来、抚子。你刚才说 难得来一趟、/n想看看新的厨具来着？
2005003043,抚子,うん！　言ったよ！,嗯！是啊！
2005003044,凛,それならこういうのはどう？/nホットサンドメーカー。,那这个怎么样/n三明治煎锅。
2005003045,抚子,あっ、それアウトドア動画でよく見るよ！/nこれにパンと具材を挟んで、火にかけるんでしょ？,啊、这个我也在经常在野炊视频里见到！/n把面包放好加上食材、再在火上拷一下就好了？
2005003046,凛,私も使ってるんだけど、結構良いよこれ。/n肉まんを挟んで焼くだけでも美味しいし。,我也有一个、这个挺不错的。/n烤肉包很香哦。
2005003047,抚子,肉まん……じゅるり。,肉包……呲溜。
2005003048,抚子,だったら今回は火にもこだわっていこうよ凛ちゃん！/nこのツーバーナーとか良いよね～！,那这次也搞点好生火的吧小凛！/n这个燃烧器好像不错欸~！
2005003049,凛,買えるの？,你要买吗？
2005003050,抚子,お、お値段は～……。/n……チラッ。,价、价格是~……。/n……我瞄。
2005003051,抚子,買えない！　買えないよ凛ちゃーーん！！,买不起！我买不起啊小凛——！！
2005003052,仁花子,ふふっ。,哼哼。
2005003053,仁花子,（あのふたりもキャンプに行くのかな？,（那两个人也是要去露营的吗？
2005003054,仁花子,　仲良く一緒にお買い物、楽しそうだなぁ）,一起买东西、看起来关系很好很开心的样子）
