Id,SpeakerName,Phrase,translation
1010219001,観客A,（舞台から目が離せない……！/n　一瞬たりとも見逃しちゃいけない……そんな気がする……）,（根本无法将目光从舞台上移开……！/n仿佛有一种……一瞬都不该错过的魅力……）
1010219002,観客B,（なんて幸せな時間なんだろう……。/n　まるで、すべての時が止まってるみたいだ……）,（多么幸福的时光啊……/n就好像时间停下了脚步一样……）
1010219003,観客B,（あれが……シリウスの人魚姫……！）,（那就是……天狼星的美人鱼……！）
1010219004,,,
1010219005,心菜,すごい拍手……まだ鳴り止まないよ……！,好热烈的掌声……到现在都还没停下来……！
1010219006,静香,ええ……この拍手を巻き起こせたのは、/n間違いなく主役のおかげね。,对呀……而掀起这股排山倒海的掌声的/n毫无疑问，就是我们的主角。
1010219007,心菜,うん……！/n卡特琳娜ちゃんの人魚姫、最高だった！,嗯……！小卡特琳娜的美人鱼，真是太出色了！
1010219008,卡特琳娜,……。,……
1010219009,心菜,卡特琳娜ちゃん……？,小卡特琳娜……？
1010219010,潘达,今はそっとしときましょ。,现在先让她一个人静静吧。
1010219011,潘达,脇役はさっさと撤収！,配角就赶紧退场啦！
1010219012,心菜,わわ、わーっ！,哇哇，哇—！
1010219013,,,
1010219014,望有,卡特琳娜。,卡特琳娜。
1010219015,卡特琳娜,柊さん……。,柊姐
1010219016,卡特琳娜,ごめんなさい、すぐに撤収するわ。,对不起，我马上就离开。
1010219017,望有,あぁ……そういう意味で声をかけたんじゃないの。,啊……我不是为此找你谈话的。
1010219018,望有,あなたに伝えておきたいことがあってね。,是因为有事想告诉你。
1010219019,望有,いい舞台だったわ。掛け値なしに。/nあなたの人魚姫があってこそよ。,毫不夸张地说，这确实是非常优秀的舞台。/n这一切，都是因你的美人鱼而成立的。
1010219020,卡特琳娜,……センスが応えてくれたの……。,……个性回应了我……
1010219021,卡特琳娜,前よりも、ずっと強い輝きで……。,还是以，比从前还要光彩夺目的模样……
1010219022,望有,ええ……しっかり見えたわ。/nあなたの強くなったセンスが。,没错……我也确实亲眼见证了。/n你变强后的个性。
1010219023,卡特琳娜,アタシ……少しは成長できたのかしら……。,我……是不是稍微有所成长了呢……
1010219024,望有,……知りたいなら、付いてきなさい。,……你如果想知道的话，就跟过来吧。
1010219025,卡特琳娜,え……？,欸……？
1010219026,,,
1010219027,卡特琳娜,ここって、ステージ脇の連絡通路……？,这是，舞台侧面的通道……？
1010219028,纱茂,あら、今日はあなたも一緒なのね。,哎呀，你今天也一起来了。
1010219029,ジュゴン,キュゥッ！,啾！
1010219030,卡特琳娜,纱茂……さんとジュゴン？,纱茂……女士，还有儒艮？
1010219031,卡特琳娜,どうしてこんなところに……。,为什么会在这种地方……
1010219032,纱茂,終演後はここに来るの。/nこの廊下は、お客さんたちに見えないからねぇ。,我在演出结束后会来这里。/n因为在这条走廊上，观众是看不见我们的。
1010219033,望有,それに、退場する観客の声がよく聞こえるから。,可是，在这能清楚地听见离场的观众的声音。
1010219034,卡特琳娜,確かにそうだけど……。,好像确实如此……
1010219035,纱茂,ほら、あなたも耳をすましてごらん。,来吧，你也竖起耳朵听听。
1010219036,卡特琳娜,え……？,欸……？
1010219037,観客A,いやー、すっげえいい舞台だった！/nやっぱりシリウスすごいよ！,哎呀—，这舞台真棒啊！/n天狼星果然很强！
1010219038,観客B,人魚姫役の人、すごい演技でさ！/n観てたら、なんか熱くなっちゃって……！,演美人鱼的人，演技太棒了！/n光是看着，就会忍不住迷上她……！
1010219039,観客C,また観に来なくちゃな！/nあの人魚姫が出る舞台、もっと観たい！,这下不得不再来看一遍了呀！/n我想要看到更多那个美人鱼出场的舞台！
1010219040,卡特琳娜,あ……。,啊……
1010219041,望有,ね？　答えなんてとっくに出てるでしょ。/nあなたは、シリウスで主役を張ったのよ。,懂吗？答案早就得出了呀。/n你绝对配得上当天狼星的主角。
1010219042,卡特琳娜,……はい！,……是的！
info,录制：ylaie  翻译：null  校对：潮留开,,
title,相信自己,,
