Id,SpeakerName,Phrase,translation
2002405001,潘达,皆さん、くじは引けましたか～？/n泣いても笑っても、ここに書かれてた役をやる、ですからね！,大家抽好签了吗～？/n无论结果如何都要按抽到的角色演哦！
2002405002,心菜,うわぁ～……ドキドキするね……！,呜哇～……好紧张啊……！
2002405003,知冴,木の役、木の役、木の役……。,抽到树，抽到树，抽到树……
2002405004,潘达,ねえっつの。,才没那东西。
2002405005,潘达,とにかく、気を取り直して……。,总之调整下状态……
2002405006,潘达,じゃあみなさん、開けてください！,现在请大家揭晓！
2002405007,,,
2002405008,心菜,……！,……！
2002405009,静香,ここな、なんだったの？,心菜抽到什么？
2002405010,心菜,ク、クリスティーヌだ……！,克、克里斯汀……！
2002405011,潘达,おお～～！　ファントムがクリスティーヌを演じるとは、アツいですねえ！,哦～～！让魅影来演克里斯汀，要燃起来了！
2002405012,心菜,カトリナちゃんは？,卡特莉娜呢？
2002405013,卡特莉娜,アタシはソレリ。,我抽到索拉里。
2002405014,知冴,おっ、じゃあカトリナの語りでスタートか。/n私はカルロッタ。木の役じゃなかった……。,哦，那从卡特莉娜的旁白开始。/n我是卡尔洛塔。没抽到树……
2002405015,潘达,ぱんだの役をやれることを光栄に思えよ～？,能演潘达的角色是你的荣幸哦～
2002405016,潘达,ちなみにぱんだはラウルでした！　ここちゃんの幼馴染役になりますね！,顺便一提我是劳尔！要演心心的青梅竹马啦！
2002405017,静香,リシャールとか、サブキャストは私。,里夏尔之类的配角我来。
2002405018,静香,と、いうことは――,也就是说——
2002405019,八恵,私がファントムです♪,我抽到魅影了♪
2002405020,卡特莉娜,新妻が……。,新妻居然……
2002405021,静香,ファントム…………！,魅影…………！
2002405022,八恵,よろしくお願いしますね、ここなさん。,请多指教啦，心菜。
2002405023,心菜,うん……！,嗯……！
2002405024,心菜,ど、どうしよう静香ちゃん、すっごい緊張してきた……！/n八恵ちゃんのファントムと一緒なんて……！,怎，怎么办啊静香，我好紧张！/n要和八惠的魅影对戏……！
2002405025,静香,なにを今更動揺してるのよ！/nそれより、八恵ちゃんに負けないようなクリスティーヌをしなさいよ？,现在有什么好慌的！/n不如想想别输给八惠的克里斯汀！
2002405026,心菜,が、がんばる……！,我、我会努力……！
2002405027,潘达,まあまあ、自主練兼お遊びみたいなもんなんで！/nあんまり肩肘張らずにやりましょう！,好啦反正就是自主练习玩玩的！/n别太较真啦！
2002405028,,,
2002405029,卡特莉娜,『19世紀パリ、ここオペラ座では奇妙な噂が流れていました』,"『19世纪的巴黎，这座歌剧院流传着诡异传闻』"
2002405030,知冴,おお～、さすがカトリナ。/nこの一瞬ですごい完成度に仕上げてきた。,哦～不愧是卡特莉娜。/n瞬间进入高完成度状态。
2002405031,潘达,センスがある分、ぱんだたちより読み込めてるだろうしな……。/nそれにしたって、うめーけど……。,有个性的辅助就是比我们理解更深啊……/n不过确实厉害……
2002405032,静香,『ソレリ、アップを始めるわよ！』,"『索拉里，准备上场！』"
2002405033,卡特莉娜,『はい！』,"『是！』"
2002405034,知冴,『何度言わせたらわかるのよ？　今夜は喉の調子がよくないの』,"『要说几次才能懂？今晚我嗓子的状态不好』"
2002405035,潘达,（……。/n　やっぱ、うまいな、さっすー……）,（……。/n　流流果然厉害……）
2002405036,知冴,『クリスティーヌ、クリスティーヌ！』,"『克里斯汀！克里斯汀！』"
2002405037,心菜,『は、はい！』,"『在、在！』"
2002405038,知冴,『今夜のコンサートもよろしく頼むわね』,"『今晚的音乐会也拜托了哦』"
2002405039,心菜,『あ、あの……私でいいんでしょうか？』,"『那、那个……我真的可以吗？』"
2002405040,知冴,『あなただからお願いしてるの。/n　私のゴーストはあなたにしか務まらないわ』,"『正因为是你才拜托的。/n　只有你才能担任我的替身』"
2002405041,心菜,『はい！　心を込めて精一杯歌います！』,"『是！我会倾注全部感情唱的！』"
2002405042,八恵,……。,……。
2002405043,潘达,なんだか、こうして新妻っちの役をやっているここちゃんをみると、/n新人公演のオーディションを思い出しますねえ。,怎么说呢，看到心心演新妻亲的角色，/n就想起新人公演时的试镜了呢。
2002405044,静香,ここなが八恵ちゃんの真似をしたやつね。,心菜模仿八惠那次吧。
2002405045,潘达,あの時は『この新人大丈夫か～？』と思いましたけど，,"当时还在想『这新人行不行啊～？』"
2002405046,潘达,今ではこんなに立派になって……。,现在居然变得这么可靠了……。
2002405047,静香,でもクリスティーヌの解釈はまだまだ甘いわ。/nここなにしかできないクリスティーヌになっていないもの。,但对克里斯汀的理解还太浅了。/n没演出独属于心菜的克里斯汀。
2002405048,潘达,まあまあ、そこは今日一回きりなんですから、ご愛敬ってことで！,反正只演了今天这一次，宽容点啦！
2002405049,心菜,『天使様……今夜のコンサートは聴いてくださったかしら？』,"『天使大人……听到今晚的音乐会了吗？』"
2002405050,卡特莉娜,次、ファントム――新妻のセリフね……。,接下来是魅影——新妻的台词……
2002405051,八恵,……。,……。
2002405052,八恵,『素晴らしかったよ、クリスティーヌ。/n　あの鳴りやまない拍手は君に送られるべきだった』,"『精彩绝伦，克里斯汀。/n　那雷鸣的掌声本该属于你』"
2002405053,知冴,ばっちり決めてきたね……。,完全进入状态了……
2002405054,潘达,ダイスター、ぱねぇ……。,大明星，太强了……
2002405055,心菜,……。,……。
2002405056,静香,ここな！　何見惚れてんのよ！,心菜！发什么呆！
2002405057,心菜,あっ！,啊！
2002405058,心菜,『やっぱり見守ってくれてたのね！　私、あなたのために歌ったの！』,"『果然在守护我！我为你而唱的！』"
2002405059,卡特莉娜,……新妻、一切手を抜くつもりないわね。,……新妻她，完全没放水呢。
2002405060,静香,カトリナだってそうでしょ？,卡特莉娜不也一样？
2002405061,卡特莉娜,当然でしょ。絶対負けたくないもの。,那当然。我可不想输。
2002405062,八恵,『クリスティーヌ、君は私に会いたいと言っていたね？』,"『克里斯汀，你说想跟我见面，对吧？』"
2002405063,心菜,『え……ええ』,"『是……是的』"
2002405064,八恵,『ならば、私の家に招待しよう。/n　その鏡に映る自分の顔を見るがいい』,"『那就请来我家做客吧。/n　你只需要看着镜中的自己』"
2002405065,潘达,来ますよ、ファントムの登場シーン……！,来了来了，魅影的登场环节！
2002405066,八恵,『私はその中にいる』,"『我就在镜中』"
2002405067,心菜,『！？』,"『！？』"
2002405068,潘达,キターーーッ！,来啦——！
2002405069,潘达,――って、あれ……？,——不过这是……
2002405070,,,
2002405071,知冴,なんか、かわいいね。,感觉，有点可爱呢。
2002405072,卡特莉娜,新妻の方が小さいからかしら。,因为新妻比较娇小吧。
2002405073,心菜,えへへ、なんか……八恵ちゃんとこんなに近づくと恥ずかしいね。,欸嘿嘿……和八惠贴这么近好害羞。
2002405074,八恵,むう……。/n私なりに様になるようにしたつもりだったんですが……。,唔……/n明明努力摆出架势了……
2002405075,静香,様になってない、ってわけじゃないけど、/nやっぱり……八恵ちゃん小さくて可愛いから……。,不是没架势……/n主要还是……八惠太娇小可爱了……
2002405076,心菜,あっ、でもでも！/n八恵ちゃんまだ５年生なんだし、まだまだ伸びるよ！,但八惠才五年级！/n还会长高的！
2002405077,知冴,小柄だからできる役もあるしね。/nクリスティーヌも、新妻だったからここなと身長差ができたし。,娇小也有适合的角色。/n比如克里斯汀，新妻演和心菜就有身高差。
2002405078,八恵,……。,……。
2002405079,八恵,（柊さんは誰よりも大人で、流石さんともほぼ同じ身長で/n　子どもの『王子さま』を演じてたのに）,"（柊姐明明比谁都要成熟，也和流石差不多高/n　却能演作为小孩子的『王子殿下』）"
2002405080,八恵,（ワールドダイスターになるためには、/n　どんな身長でも、どんな役にだってなれなきゃいけない）,（要成为世界大明星/n　必须能驾驭任何身高任何角色）
2002405081,八恵,（……私が、まだ子どもで未熟だから）,（……都怪我还不够成熟）
2002405082,八恵,（早く、大人になりたい）,（好想要，快点长大）
chapter,寻找第七颗星星,,
title,交换吧,,
info,翻译：苏米热  校对：XXX,,
