Id,SpeakerName,Phrase,translation
1010318001,仁花子,ひゃー、すごい人！　,"哇~好多人！"
1010318002,仁花子,これ、みんなシリウスの舞台を観に来てるんですか？　,"这些都是来看天狼星的公演的吗？"
1010318003,时雨,新妻が出てないのに、こんなにお客さん来るんですねぇ？,"新妻没有出演还能有这么多观众啊？"
1010318004,初魅,それだけ注目されているということだな。/n演目を提供した身としても、鼻が高い。,"说明备受瞩目啊/n作为提供剧本的我们也与有荣焉"
1010318005,容,にしても、うちらの公演初日より客入り多いんじゃない？　,"不过比我们首演时的观众还多吧？"
1010318006,容,さすがはシリウスって感じ。,"真不愧是天狼星呢"
1010318007,大黑,そんなところでマウントを取ってくるなんて……！　/n許されないわシリウス……！　,"在这种地方都要较劲……！/n不可原谅啊天狼星……！"
1010318008,容,怖い顔はやめなさいね〜。/n他のお客さんびっくりするから。,"别摆这么可怕的表情啦~/n会吓到其他观众的"
1010318009,卡米拉,あっ！　おーい、容さーん！,"啊！喂~容姐~！"
1010318010,容,おー、カミ吉じゃん。/nそっちもシリウスの舞台観に来たの？　,"噢~是卡米拉啊/n你也是来看天狼星公演的吗？"
1010318011,卡米拉,あたぼーよ！　お静の大事な舞台デビューだもん！　/n初日逃す手はないっしょ！　,"当然啦！小静的出道演出啊！/n绝对不能错过首日！"
1010318012,容,今日はカミ吉ひとり？　電姫と一緒じゃないの？,"今天就你一个？没和电姬的大家一起吗？"
1010318013,卡米拉,みんなは、グッズ売り場に並んでる。/n叶羽だけ人混みイヤだってゲーセン行って、後から合流。,"她们在周边摊位排队呢/n叶羽因为讨厌人群所以先去游戏厅了，待会儿汇合"
1010318014,时雨,あはっ！　叶羽先輩らしいですねぇ。/n会ったら散々からかってやろーっと。,"哈哈！不愧是叶羽前辈/n见面后要好好调侃一下她"
1010318015,初魅,よし、せっかくの機会だ。電姫と共に乗り込むとするか。/n派手に目立てば、我々が来ていることがシリウスに伝わるかもしれん。,"好 难得的机会 就和电姬一起登场吧/n高调亮相的话 天狼星就能知道我们来了"
1010318016,卡米拉,え、マジ？,"哎，真的？"
1010318017,仁花子,ここなちゃんたち、気づいてくれるかな〜！,"心菜她们会注意到我们吗~！"
1010318018,大黑,我が主の威光を、シリウスに知らしめるチャンス……！,"正是向天狼星彰显吾主威光的机会……！"
1010318019,容,はいはい、迷惑かかるような真似はダーメ！　,"好啦好啦 禁止添乱哦！"
1010318020,容,大人しく席に行くよ！　じゃ、カミ吉、また後でメッセ送るわ。,"乖乖去座位吧！卡米拉待会发信息给你"
1010318021,卡米拉,あ、う、うん！,"啊，嗯！"
1010318022,卡米拉,……さすが初魅さん。発想がパないわ。,"……不愧是初魅姐。太有想法了"
1010318023,,,
1010318024,花,入り口で、Edenの役者が練り歩いてるみたいよ……？　,"门口好像有Eden的演员在巡游……？"
1010318025,花,騒ぎにはなってないけど、観客がびっくりしてるって。,"虽然没引起骚动 但观众都很惊讶"
1010318026,望有,どうせ連尺野の仕業ですよ……。/n演目を使わせてもらってるし、今回は大目に見ます……。,"肯定是连尺野搞的鬼……/n看在用了她们的剧本的份上，这次就睁只眼闭只眼……"
1010318027,潘达,物販には電姫の人たちが並んでましたし、/n観客席には、銀河座の人たちもいましたよ。,"电姬的人在周边摊位那里排队/n观众席里还有银河座的人"
1010318028,八恵,なら、先輩としぐれちゃんも来てくれていますかね。,"那前辈和小时雨也来了吧"
1010318029,八恵,あとで挨拶に行かなくちゃ♪,"待会要去打个招呼♪"
1010318030,知冴,席を覗き見たけど、銀河座の一団はオーラ放ってたね。/n特に看板役者５人組からは、鍛え上げたパワーを感じた。,"虽然只是用余光偷偷瞥了一眼观众席，也能感受到银河座的强大气场呢/n尤其是招牌五人组，能感受到锤炼过的力量"
1010318031,卡特莉娜,モナさん……。,"莫娜前辈……"
1010318032,心菜,静香ちゃんのデビュー、いろんな人が観に来てくれたんだね！,"静香的首演来了好多人呢！"
1010318033,静香,わ、私目当てかどうかはわからないじゃない。,"不、不一定都是为我来的吧"
1010318034,潘达,おシズちゃん、謙遜しすぎ。/nここは素直に喜んどいたほうがいいですよ。,"小静太谦虚了/n这时候应该坦率点高兴才对"
1010318035,知冴,胸を張りたまえ。/n君の未来は、ここから始まるのだー。,"挺起胸膛吧/n你的未来将从此启程——"
1010318036,八恵,そうです！　最初の一歩は、自信満々に踏み出しましょう！,"没错！第一步要充满自信地迈出！"
1010318037,卡特莉娜,……観に来てくれたみんなに見せつけてやりなさいよ。/n静香って役者の、幕開けをね。,"……展示给为你而来的大家看/n名为静香的演员的帷幕，就此拉开。"
1010318038,静香,みんな……。,大家……
1010318039,望有,……そろそろ時間よ。準備して。,"……差不多到时间了，准备吧"
1010318040,望有,シリウスの新しい姿を、存分に披露してきなさい。,"尽情展现天狼星的新面貌吧"
1010318041,一同,はい！！,好！！
1010318042,,,
1010318043,静香,（私はここなのセンス……。/n　それは変わらないし、変えるつもりもない……）,"（我仍然是心菜的个性……/n　这点不会改变，也不想改变……）"
1010318044,静香,（でも、今は……ひとりの役者になる。/n　私を観に来てくれた人たちのために……）,"（但现在……要成为独当一面的演员/n　为了来观看我演出的大家……）"
1010318045,静香,（そして……隣に立ってくれる、大切な仲間のために）,"（以及……为了站在身旁的，最重要的伙伴）"
1010318046,心菜,静香ちゃん……、,静香……
1010318047,心菜,楽しもうね！,"一起享受吧！"
1010318048,静香,……ええ！,"……嗯！"
title,如今我站在这里,,
info,翻译：XXX 校对：XXX,,
chapter,天狼星 3章,,
