Id,SpeakerName,Phrase,translation
2002401001,望有,じゃあ、遅くならないうちに帰るのよ。/nお疲れ様。,那就趁天还没黑回去吧。/n大家辛苦了。
2002401002,一同,ありがとうございました！,非常感谢！
2002401003,心菜,はぁ～、自主練期間だからって油断してたら、/n急に柊さんが来るからびっくりしちゃったよ。,哈啊～，因为是自主练习所以有点松懈了，/n结果柊姐突然来了可真是吓死我了。
2002401004,静香,ふふ、ここなに男らしい所作の話を始めたときなんか、/n『アラビアンナイト』をやってた頃を思い出しちゃった。,呵呵，心菜说起男子汉该有的举止的时候，/n让我想起了当初演的『一千零一夜』了。
2002401005,心菜,私も！　あの頃よりは上手くなってるって言ってもらえてよかったよ～。,我也是！能听到你说我比那时候进步了真是太好了～
2002401006,卡特莉娜,むしろ、あの頃から成長してないほうが問題じゃない？/nあれからいくつ舞台をやったと思ってるのよ。,倒不如说如果在那之后毫无长进才是问题吧？/n你想想那之后都演过多少场了。
2002401007,静香,言えてる。/nそれに、結局また色々アドバイスされてたし。,一针见血。/n而且最后又被提了好多建议。
2002401008,心菜,うぐっ……。,呜咕……
2002401009,心菜,はぁ～、ダイスターへの道は遠いなあ……。,啊～，成为大明星的路真漫长啊……
2002401010,潘达,でもでも、やっぱり柊さんの指導は厳しいですけど、/n本人の技量を知ってるからこその説得力がありますよねえ。,但是啊，柊姐的指导虽然很严格，/n但因为了解她本人的实力，所以很有说服力呢。
2002401011,知冴,うん。/nどんな役でもこなしてきたからこそ、色々なテクニックを知ってる。,嗯。/n什么角色都演过，才能懂得这么多技巧。
2002401012,八恵,そして、色々なテクニックを知っているからこそ、/nどんな役もこなせるのかもしれないですね。,而正因掌握这些技巧，/n所以无论什么角色都得心应手呢。
2002401013,心菜,すごいなあ、柊さん。/n私も、どんな役もこなせるって言われてみたい……。,柊姐好厉害啊！/n我也想被夸能驾驭任何角色……
2002401014,静香,じゃあ、練習あるのみね。,那就只有拼命练习了。
2002401015,静香,ほら、復習しなくていいの？,快点，你不打算复习了吗？
2002401016,心菜,相変わらず厳しい……。,还是一如既往严格……
2002401017,心菜,でも、頑張るしかないよね。,但是，必须加把劲努力了呢。
2002401018,潘达,ちなみにここちゃんは、どんな役でもできるようになったら/nやりたい役とかあるんですか？,话说心心要是能演任何角色的话，/n有没有特别想演的角色呢？
2002401019,心菜,えっ？　うーん、でも、シリウスで色々な役を経験させてもらったし……。,哎？可我在天狼星已经体验过好多角色了……
2002401020,潘达,経験させてもらったからこそ、ですよ！/nこういう役は楽しかったとか、まだやってない役とか、あるじゃないですか！,正因体验过才该有啊！/n比如特别享受的，或者没试过的类型！
2002401021,知冴,私は、本物の『木』の役がやってみたい。/n本物らしく、堂々と立ってやるぜ。,"我想演一颗真正的『树』，/n要像真的树一样威风凛凛站着。"
2002401022,潘达,さっすーはちょっと路線が違うけど……。,流流的路线有点清奇……
2002401023,潘达,でも、そういうの！　なんかないんですか？,但心心就没有这种吗？
2002401024,心菜,やっぱり、思い出深いのは操かなあ？,"果然最难忘的还是『操』吧？"
2002401025,心菜,あっ、でもアラジンも、ファントムも思い出深いかも……！,啊！还有『阿拉丁』和『魅影』也超难忘……！
2002401026,心菜,『人魚姫』でやった王子も、おとぎ話の王子様！　って感じで楽しかったな。,『人鱼公主』里的王子也是，/n很有童话故事里的王子的风格！非常有意思呢。
