Id,SpeakerName,Phrase,translation
2005008001,时雨,すぅ……すぅ……。,嘶……嘶……
2005008002,大黒,むにゃ……我が、主……。,呜喵……我的，主人……
2005008003,初魅,すぅ……ん……。,嘶……嗯……
2005008004,,,
2005008005,仁花子,よかった、晴れてる……。,太好了，云散了……
2005008006,容,おまたせ、仁花子。/nはい、コーヒー。,久等了，仁花子。/n给你咖啡。
2005008007,仁花子,ありがとうございます、いるるん！,谢谢你，容容！
2005008008,容,初魅たち、やっぱり起きてこなかったか。/nまぁ大黒もしぐれも疲れ果てて、うとうとしてたもんね。,初魅她们果然没能熬到现在呀。/n毕竟大黑和时雨都累得筋疲力竭了嘛。
2005008009,仁花子,レンさんも楽しそうにお酒飲んでたし、/n気持ちよさそうにぐっすり寝てました！,连姐也喝得很尽兴，/n然后就很开心地睡下了！
2005008010,容,初魅は最近剧本を書くので大変そうだったし、/n良い気分転換になってくれると良いな。,初魅最近好像写剧本写得很辛苦，/n希望今天出来玩能让她转换一下心情呀。
2005008011,仁花子,はい！　今夜は天気もいいし、空気も澄んでるから/nきっといいリフレッシュになりますよね。,嗯！今晚的天气不错，空气也很清新，/n一定能让她重新振作吧。
2005008012,容,そうだねぇ。/n満天の星空……、何度見ても見とれちゃうよ。,对呀。/n漫天的星空……无论看多少次都让我心醉神迷啊。
2005008013,容,仁花子もずっと熱心に空を眺めてるけど、/n今見てるのはどの星？,仁花子也一直目不转睛地盯着天空，/n在看哪颗星星呢？
2005008014,仁花子,今はちょうど冬の大三角を見てるところです！,在看冬季大三角！
2005008015,仁花子,右側にあるのはオリオン座で、その隣がこいぬ座。/n下の方にあるのはおおいぬ座ですね。,在右侧的是猎户座，它旁边就是小犬座。/n下方则是大犬座。
2005008016,仁花子,これらに含まれる３つの星をつなぐと冬の大三角になるんです。,这三个星座中各取出一颗星星，就可以组成冬季大三角。
2005008017,容,あっ、本当だ。実際に空で見ると、星座って気づけないんだよねぇ。/nすごいね。山の方だけあって、オリオン座がくっきり見える。,啊，真的欸。亲眼去看时，才会发现很难辨认得出星座呀。/n太棒了。只有在山里，才能这么清晰地看见猎户座。
2005008018,仁花子,そうなんです！　そこが冬の天体観測は魅力ですよね。,没错！这就是冬天时的星象观测的魅力所在。
2005008019,容,街の方だと街灯だったり、どこかしら光があるからね。/nはっきりとは見えにくい。,在城市里会有路灯和其它光照的干扰。/n很难看得清呀。
2005008020,容,そういえば、前から思ってたんだけど、/n冬の大三角形ってこいぬ座だけ気になるんだよね。,说起来，我很久以前就在思考一件事，/n冬季大三角，只有小犬座特别突兀啊。
2005008021,容,オリオン座もおおいぬ座も割とそれっぽい形なのに、/nこいぬ座だけ星をふたつ繋げただけじゃない？,明明猎户座和大犬座都有模有样的，/n小犬座却根本只是把两颗星连在一起而已嘛？
2005008022,仁花子,あはは、たしかにそうですね！/nちょっと無理があるかも。,啊哈哈，确实如此呀！/n可能是有点牵强。
2005008023,仁花子,でも、私……こうも思うんです。こいぬ座だって名付けたくなるような意味が、/nあのふたつの星にはあるんだって。,不过，我……是这么想的。对那两颗星星来说，/n赋予它们小犬座这个名字是有意义的。
2005008024,容,意味……？,意义……？
2005008025,仁花子,はい。昔、エジプトでは川の氾濫時期を調べるのに、/nおおいぬ座のシリウスを使って調べてたそうです。,是的。很久以前，埃及人观测河水的泛滥周期，/n似乎就是借助了大犬座的天狼星。
2005008026,仁花子,そんなおおいぬ座よりも先に見えたから、こいぬ座の一等星は、/n『犬の前』って意味のプロキオンって名前が付けられた。,然后，因为小犬座的一等星总是比大犬座先一步出现，/n它也就被命名为procyon，意为『犬的前方』。
2005008027,仁花子,大きな犬の到来を伝えてくれるふたつの星の小さな繋がり。/nそこに人々は親しみを込めて、小さな犬を重ねたんじゃないかって。,这两颗紧密相连的星星昭告着大犬的到来。/n人们将喜爱之情寄托于这个星座：也许它们就是一群小狗呢。
2005008028,容,仁花子は相変わらず星に詳しいね～。,仁花子对星星还真是了如指掌呀~。
2005008029,容,フフッ、『サロメ』の公演の時もこんな会話したよね。,呵呵，在『莎乐美』的公演时好像也有过这样的对话吧。
2005008030,仁花子,あはは、そうですね。あの頃と違う空を、/nいるるんと一緒にこうしてふたりで眺めてるなんて不思議な気分。,啊哈哈，对哦。没想到还能像这样和容容一起，/n眺望着另一片天空。感觉很不可思议。
2005008031,容,アタシは仁花子の影響か、最近星を眺めるようになったよ。,可能是受到仁花子你的影响，我最近也开始看星星了。
2005008032,容,Edenがこうして2回もみんなでキャンプに行くような空気になったのも、/n仁花子のおかげだね。,Eden会变成现在这样，大家一起接连去露营两次的氛围，/n也是多亏了仁花子吧。
2005008033,仁花子,えへへ……そうですかね？/n私、Edenが大好きで、毎日すごい楽しいんです。,欸嘿嘿……是这样吗？/n我很喜欢Eden，每天都过得很开心。
2005008034,仁花子,舞台を重ねて自分の成長を感じて、いるるんたちとも仲良くなって、/n楽しい事をして、良い人に会って……。,在舞台上感受到自身的成长，和容容你们交好，/n做着有趣的事情，遇上一些好人……
2005008035,容,そうだね。なでしこちゃんたち、/n凄く良い人たちだった。,对呀。小抚子她们，/n也是很好的人啊。
2005008036,仁花子,こんな日々が続けば良いなって。/nそう思うんです。,我有时会想，/n要是这样的日子能永远持续下去该多好啊。
2005008037,,,
2005008038,容,それだけじゃ、もったいなくない？,如果这样就满足了，那不会很可惜吗？
2005008039,仁花子,え……？,欸……？
2005008040,容,これからもっと楽しくしていこうよ、/n今日よりも明日……明日よりも明後日って感じでさ。,从今以后，也要过得越来越开心呀，/n明天过得比今天更开心……后天过得比明天更开心，像这样一步步前进。
2005008041,容,仁花子が来てから劇団の雰囲気が変わった、/nアタシだって主演をやりたいって言えるようになった。,自从仁花子加入，剧团的氛围就变了，/n我也变得能够坦诚地说出自己想要当主演。
2005008042,容,……全部いい方向に変わってる。/nだから、きっとこれからももっと楽しくなるよ。絶対に。,……一切都在往好的方向发展。/n所以，今后一定也会变得更加开心。
2005008043,仁花子,いるるん……。,容容……
2005008044,容,……なーんて、柄にもないこと言っちゃったかな？/nこういう気障なこと言うのはアタシのキャラじゃないよね～。,……哎呀，我是不是说了些不符合我身份的话？/n我可不是这种装腔作势的角色呀~。
2005008045,仁花子,ううん、そんなことない。/n今のいるるんの言葉、私……ドキッとしちゃいました！,才没有，怎么会呢。/n容容刚才的话语，让我……有些心动！
2005008046,仁花子,たしかにもっと楽しい事が待ってるって考えた方が幸せですよね。,的确，今后会有更多开心的事等着我们，从这种角度去想会更加豁达。
2005008047,仁花子,そんな風に言ってくれたいるるん、すごいカッコよかった！/nまるで王子様みたい！,能说出这种话的容容，很帅气哦！/n简直就像王子一样！
2005008048,容,え、えぇ！？,欸，诶诶！？
2005008049,仁花子,いるるん、前の『サロメ』ではヒロインだったけど、/n王子様っぽい役もできるんじゃないですか！？,容容，虽然你在『莎乐美』时演的是女主角，/n但你说不定很适合王子一样的角色呢！？
2005008050,容,あはは……そういう役は、/nアタシよりも初魅の方が似合うと思うけどなぁ……。,啊哈哈……这种角色，/n我觉得初魅要比我更适合呐……
2005008051,容,……ねぇ、仁花子。,……对了，仁花子。
2005008052,仁花子,ん？　なんですか、いるるん？,嗯？怎么了，容容？
2005008053,容,キャンプ、誘ってくれてありがとう。/n今度、また行こうね。,谢谢你邀我来露营。/n下次我们也一起吧。
2005008054,仁花子,是非、行きましょう！/nまたキャンプに行ったら素敵な出会いが待ってるかも～！,当然可以！/n下次去露营说不定还会有特别的邂逅呢~！
2005008055,容,ふふっ、たしかに。/n次のキャンプが、今から楽しみだねぇ。,呵呵，确实如此。/n
2005008056,,,
2005008057,容,座面にポールを通してっと。/nこの椅子にも慣れたもんだねぇ。,从椅面的杆发力。/n我也已经用惯了这椅子啊。
2005008058,容,よっこらっしょっと、ふ～～～……。/nこれで準備は一旦終わりかな。,嘿咻，呼~~~……/n这样就差不多准备好了。
2005008059,容,Edenのみんなとのキャンプが終わってすぐにソロキャンとは、/n我ながらキャンプが好きだねぇ～本当。,没想到刚结束和Eden的大家一起露营，就又独自出来露营，/n我还真是热爱露营啊~。
2005008060,容,……みんなでワイワイやるのも、もちろん楽しいけど、/nアタシはやっぱり、ソロキャンのゆったりした空気も好きだな。,……虽然和大家一起咋咋呼呼地玩也很开心，/n但我果然无法割舍独自露营时悠闲的气氛呀。
2005008061,容,目を閉じれば、このまま眠っちゃいそう……。,如果闭上双眼，甚至仿佛能就此入眠……
2005008062,容,ずず……、コーヒーも良い感じに出来てる。,嘬嘬……咖啡的味道也不错。
2005008063,凛,ふ～、着いた……。,呼~，到啦……
2005008064,凛,あっ。,啊。
2005008065,容,あ、リンちゃん！？　奇遇だね～。/nあの日のキャンプ場ぶりだ。,啊，小凛！？真巧呀~。/n上次见面还是那天在露营场的时候吧。
