Id,SpeakerName,Phrase,translation
2002408001,八恵,遅くまでありがとうございました。,非常感谢您能陪我到这么晚。
2002408002,花,いーえ。気を付けて帰るのよ。/nお迎え来てもらえるの？,没事。回去的路上要小心哦。/n有人来接你吗？
2002408003,八恵,はい。すぐに着くそうなので、劇場の前で待ってます。,是的。和我说马上就到，我就在剧场前等。
2002408004,八恵,では、失礼します。,那我先告辞了。
2002408005,花,はーい。じゃあね。,好的ー。拜拜。
2002408006,,,
2002408007,八恵,柊さん……。,柊姐……。
2002408008,八恵,（柊さんに戻ってきてもらうには、/n　はやくワールドダイスターになるしかありません）,（为了让柊姐回归，/n　必须尽快成为世界大明星）
2002408009,八恵,（そのためには、まずはいろんな役をこなせるようにならなくちゃいけません。/n　かわいいだけじゃない、歌だけじゃない、多彩な演技を……）,（为此必须先驾驭各种角色，/n　不能只是可爱或者擅长唱歌，而是以多彩的演技……）
2002408010,八恵,……頑張りましょう。,……要加油了。
2002408011,,,
2002408012,花,あら。噂をすれば影ね。,哎呀。说曹操曹操到。
2002408013,望有,おつかれさまです。,辛苦了。
2002408014,花,さっきの話――、聞いてたわけないか。,刚才的对话——，你应该没听到吧。
2002408015,花,ねえ、柊。,柊。
2002408016,望有,はい。,在。
2002408017,花,……本当に、舞台に戻るつもりはないの？,……你真的不打算回归舞台吗？
2002408018,望有,……どうしたんですか、突然。,……突然说这个做什么？
2002408019,花,今日、うちの子たちが『オペラ座の怪人』で配役交換をやってたの。,今天孩子们尝试了『歌剧魅影』角色互换。
2002408020,望有,……懐かしいですね。,……真怀念呢。
2002408021,花,でしょ？　柊たちがやってたな～って私も懐かしくなっちゃった。,对吧？一想起你们以前也这么干过，我也突然感觉好怀念。
2002408022,花,あの子たちを観てるとさ、私もたまに思うんだ。/nああ、舞台の上も楽しかったなあって。,看着她们偶尔也会想到，/n之前舞台上的日子可真快乐啊。
2002408023,花,稽古でぶつかりあったり、悩んだり、苦労もしてさ。/n役に何かを教わったり、役者に何かを教わったり。毎日が勉強で。,排练时的争吵与烦恼，/n不是从角色身上学习，就是从别人身上学习。每天都是修行。
2002408024,花,そうやってたっくさん積み上げたものをお客さんに観てもらって、/nライトの下で拍手を浴びる瞬間って、……最高だった。,把积累的一切呈现给观众，/n沐浴在掌声中的瞬间……最棒了。
2002408025,望有,……そうですか。,……是么。
2002408026,花,今の柊なら、ファントムをどんな風に演じる？/nここなのファントムを観て、どう思ってた？,现在的你会怎么演魅影？/n看着心菜演的魅影时，心里是怎么想的？
2002408027,望有,……さあ、私はもう役者じゃありませんから。/n演出の反省会なら、場所を変えて話しましょうか。,……谁知道，我已经不是演员了。/n要复盘演出的话就换个地方吧。
2002408028,花,も～、意地にならないでよ。,别这么固执嘛。
2002408029,花,裏方って、ファントムみたいよね。/n舞台の上の子たちを導く、……音楽……じゃないから、舞台の天使？,幕后人员就像魅影，/n引导台上的孩子们，……音乐……应该说是，舞台上的天使？
2002408030,望有,変な冗談はやめてください。,请别开这种玩笑。
2002408031,花,でも、自分じゃなくて誰かを輝かせる、最高の舞台を裏から作り上げるって/n実際にやると結構思うところもあるでしょ？,但实际上，在幕后打造让他人发光的舞台，/n也会有很多感触吧？
2002408032,望有,……。,……。
2002408033,花,だから、今の柊がファントムを演じたら、/n当時とはまた違う味も出るんじゃないのかな～と思って。,所以我觉得如果是现在的你来演魅影，/n是不是会和当初演的大不相同呢。
2002408034,望有,私は、シリウスへの恩返しが済むまでは、/n舞台に戻るつもりはありませんから。,在偿还完天狼星的恩情前，/n我不会回归舞台的。
2002408035,花,じゃあ、恩返しが済めば、舞台に戻る可能性もゼロじゃないってわけだ。,那你的意思是，还完恩情的话就有可能回归咯？
2002408036,望有,……。,……。
2002408037,望有,そういうのは屁理屈っていうのよ。,这叫强词夺理。
2002408038,花,あはは、意地悪してごめんってば。/nただ、私も柊の舞台また観たいな～って思ってるひとりだからさ。,哈哈，抱歉捉弄你啦。/n毕竟，我也想再次欣赏你的演出。
2002408039,望有,それは……役者名利ですね。,这就是……演员的执着吧。
2002408040,花,いいわよ、社交辞令なんて。,不用说客套话啦。
2002408041,望有,言いたいことはわかりますけど、/nこれが考えた結果、選んだ道です。,我明白你的意思，/n但这是我深思熟虑后选择的路。
2002408042,花,そうね。今はこの道にいる。/n恩を返したいって気持ちもわかるし、そこが柊の良いところだと思う。,是啊。你正走在这条路上。/n想报恩的心情我懂，这也是你的优点。
2002408043,花,ただ、そこから心変わりしちゃいけないもんでもないって覚えておいてよ。,但要记住，改变心意也不一定是坏事哦。
2002408044,望有,特に、心変わりするつもりもありませんが……。,暂时没打算改变……。
2002408045,花,はいはい。じゃ、これは私のおせっかい。/nとりあえず今は、お互い仕事を頑張りましょ。,好啦好啦。算我多管闲事了。/n现在先各自努力工作吧。
2002408046,花,それで、恩を返す。/nそのためにもあの子たちには頑張ってもらわないとね。,要报恩的话，/n也得让那些孩子好好努力呢。
2002408047,望有,……はい。,……嗯。
2002408048,花,ほら、そろそろ帰りましょ。/nお詫びに日本酒奢るから。,是时候该走了。/n请你喝日本酒赔罪。
2002408049,望有,……『獺』で。,……我要喝『獺』。
2002408050,花,うわっ、高いの言うじゃん。,哇真会挑贵的。
2002408051,花,甘いの大して好きじゃないくせに、強かになったわね～。,明明不爱吃甜食的，变精明了啊～。
2002408052,望有,私も大人になったってことよ。,说明我也成熟了。
2002408053,花,はあ～、しょうがない。奢ってあげる。,唉～真拿你没办法。请就请。
2002408054,花,よーし、今夜は飲むぞ～！,好——，今晚不醉不归！
chapter,寻找第七颗星星,,
title,抬头望向夜空时会想起,,
info,翻译：苏米热  校对：XXX,,
