Id,SpeakerName,Phrase,translation
1010212001,卡特琳娜,（柊さんはああ言ってくれた。/n　あの言葉に嘘はないはず）,（柊姐是那么说的。/n应该不会是谎言）
1010212002,卡特琳娜,（だから、今のアタシにできることは、/n　柊さんを信じること）,（那么，我现在唯一能做的，/n就是相信柊姐）
1010212003,卡特琳娜,（自分自身が信じられなくなった演技を、/n　信じると言ってくれた人にすがるしかない）,（既然失去了对自己演技的信任，/n那便只能依靠信赖着我的人）
1010212004,卡特琳娜,（だって、そうしなきゃダメだもの。/n　アタシは主役として、この舞台を成功させなきゃいけないんだ）,（因为，我不得不这样做。/n我作为主角，必须让这演出取得成功）
1010212005,卡特琳娜,（演技に打ち込んでる心菜たちや、柊さんのため……/n　そして何より、観に来てくれる観客たちのためにも――）,（为了全神贯注于表演的心菜她们，为了柊姐……/n更重要的是，为了来看表演的观众——）
1010212006,心菜,卡特琳娜ちゃん！　次、出番だよ！,小卡特琳娜！马上到你出场咯！
1010212007,卡特琳娜,あっ……ご、ごめん。/nすぐに行くわ！,啊……抱，抱歉。/n我这就去！
1010212008,,,
1010212009,卡特琳娜,（あ……まただ……。/n　ステージも、相手の役者も、何もわからなくなって……）,（啊……又来了……/n无论是舞台，还是演对手戏的演员，全都变成了一片混沌……）
1010212010,卡特琳娜,（集中しないと……センスを研ぎ澄ませて……！）,（我得集中精神……不断磨练我的个性……！）
1010212011,卡特琳娜,（……あれ？　どうして？/n　なにも見えない……聞こえない……）,（……咦？为什么？/n什么都看不见……也听不见……）
1010212012,卡特琳娜,（アタシのセンス、どうしちゃったの……？/n　ねぇ……どこに行っちゃったのよ……？）,（我的个性，到底变成怎样了……？/n告诉我啊……你去哪儿了……？）
1010212013,潘达,カトりん！　ねぇカトりんってば！,卡特琳！我说卡特琳呀！
1010212014,,,
1010212015,卡特琳娜,あ……え……？/nここ、ステージの上……？,啊……欸……？/n这里是，舞台上……？
1010212016,潘达,ちょっとちょっと、冗談キツいですよ？/n通し稽古でも、ちゃんと本気出してくれないと。,等等，你这玩笑有点过分了欸？/n就算这只是彩排，也该认真对待才行。
1010212017,潘达,もちろん、センス使ってくれてもいいんですよ？,当然，使用个性也是完全可以的哦？
1010212018,潘达,本番みたいにやらなきゃ意味ないですし。,如果不能和正式上场时保持一致就没有意义了嘛。
1010212019,卡特琳娜,う、うん……そうよね……。/nそうしないと……。,嗯，嗯……对呀……/n必须这么做……
1010212020,潘达,カトりん……？,卡特琳……？
1010212021,卡特琳娜,ごめんね……本当に、ごめん……。,对不起……真的，很抱歉……
1010212022,潘达,……え？/nまさか、カトりん……センスが……。,……欸？/n莫非，卡特琳……你的个性……
1010212023,望有,卡特琳娜、今日はもう舞台から下りなさい。,卡特琳娜，今天先从舞台上下来吧。
1010212024,卡特琳娜,柊さん……。,柊姐……
1010212025,望有,しばらくは稽古に出るのも禁止よ。/n今は身体を休めることだけ考えて。,暂时禁止你出席练习。/n你现在只要考虑如何让身体得到充足的休息。
1010212026,卡特琳娜,……そうするわ。,……就按你说的来吧。
1010212027,,,
1010212028,,,
1010212029,心菜,卡特琳娜ちゃん……。,小卡特琳娜……
1010212030,望有,なにしてるの。卡特琳娜抜きでも稽古は続けるわよ。/nあの子が戻るまでに、完璧に仕上げる気で励みなさい。,你们在干什么。就算卡特琳娜暂时不在，练习也要继续。/n在她回来之前，就以将一切做得尽善尽美为目标努力吧。
1010212031,静香,……まだ、卡特琳娜に続けさせるつもりなんですか？,……你还打算让卡特琳娜这么继续下去吗？
1010212032,望有,もちろんよ。,当然。
1010212033,静香,あんなに無理させて、主役を続けさせる意味あるんですか。,像那样勉强她，让她继续当主角有什么意义吗。
1010212034,静香,私には、わかりません……。,我觉得没有……
1010212035,望有,……。,……
info,录制：ylaie  翻译：null  校对：潮留开,,
title,逐渐崩溃的舞台,,
