Id,SpeakerName,Phrase,translation
1010317001,望有,今日はいよいよゲネプロよ。/n本番そのものだと思って挑むように。,"今天终于要最终彩排了/n请当作正式演出来对待"
1010317002,一同,…………。,"…………"
1010317003,望有,シリウスでは珍しい現代劇の演目。/nここまでの稽古では、いろんな苦労もあったでしょう。,"这是天狼星少见的现代剧目/n排练至今，大家都很辛苦吧"
1010317004,望有,その中で培ってきたもの、すべてぶつけなさい。/n期待しているわ。,"把迄今为止磨练的成果全部展现出来吧/n我很期待"
1010317005,一同,はい！,明白！
1010317006,望有,では、準備を始めて……と言いたいところだけど。/nその前にひとつ。,"虽然想说可以开始准备了/n但还有件事"
1010317007,望有,ここな。/nひよりの１シーンをここで演じてみて。,"心菜/n现在表演一下日和的某个场景"
1010317008,心菜,えっ……？,哎……？
1010317009,花,ちょっとちょっと、いきなり何言い出すのよ！？　,"等等，突然说什么呢！？"
1010317010,花,景気づけでもやらせるつもり？　,是要鼓舞士气吗？
1010317011,望有,ここな……やれるわよね？,心菜……能做到吧？
1010317012,心菜,……はい！,……好的！
1010317013,,,
1010317014,八恵,……柊さん、突然どうしたんでしょう……？,……柊姐突然怎么了……？
1010317015,纱茂,きっと、みんなに見せたいのよ。/nここなちゃんの演技が、どう成長したのかをね。,"肯定是想让大家看看/n心菜的演技成长了多少"
1010317016,八恵,ここなさんの……。,心菜的……
1010317017,纱茂,望有なりのエールみたいなものかしら。,算是望有独特的应援方式吧
1010317018,纱茂,ふふっ。だいぶ荒っぽいけど、あの子らしいわね。,"呵呵 虽然很粗暴/n但很有她的风格呢"
1010317019,八恵,はい。柊さんらしいです！,嗯！很有柊姐的风格！
1010317020,ジュゴン,キュウッ！,啾~！
1010317021,,,
1010317022,心菜,…………。,"…………"
1010317023,静香,ここな……。,心菜……
1010317024,卡特莉娜,今は、ここなを信じましょう。,现在要做的就是，相信心菜
1010317025,潘达,大丈夫ですよ。ここちゃんなら。,没问题的，如果是心心的话
1010317026,知冴,我らがシリウスの主役だもん。,她可是我们天狼星的主演
1010317027,静香,……うん。ここななら、きっと……！,……嗯。是心菜的话，一定……！
1010317028,心菜,（……今こそ見せるんだ。/n　全身全霊をかけた、私の信楽ひよりを……）,"（……现在正是展示的时候。/n将倾注我的一切的，属于我的信乐日和……）"
1010317029,心菜,（静香ちゃん……見ててね）,"（静香……看着我吧）"
1010317030,,,
1010317031,心菜,『私のただひとつの趣味、それは貝殻集め……』,"『我唯一的兴趣就是，收集贝壳……』"
1010317032,心菜,『その楽しさを教えてくれたのはお父さんだった。/n　お父さんは海の生物に詳しくて、優しくて、よく笑う人だった』,"『教会我这个乐趣的是爸爸/n爸爸他非常了解海洋生物，是个温柔且爱笑的人』"
1010317033,心菜,『でも、お父さんとお母さんは離婚した。私の気持ちなんてお構いなしに』,"『但是，爸爸妈妈离婚了，完全不顾我的感受』"
1010317034,,,
1010317035,心菜,『穏やかな海、波の音、熱い砂浜、綺麗な貝殻——,"『平静的大海、浪涛声、炙热的沙滩、美丽的贝壳——"
1010317036,心菜,　お父さんとお母さんと私——幸せだった頃の記憶』,"爸爸妈妈和我——那段幸福的记忆』"
1010317037,心菜,『私は幸せの記憶を拾い集めているのかもしれない』,"『我或许是在捡拾着幸福的记忆』"
1010317038,,,
