Id,SpeakerName,Phrase,translation
2001403001,知冴,気づくと消えていた静香……か/nそれって……。,不知不觉中消失的静香……吗/n听起来……
2001403002,知冴,もしかしてだけど、けっこうホラー？,虽然只是我自己的感觉……是不是相当恐怖？
2001403003,静香,ホラーよね。私でもそう思う。,是很恐怖呢。连我自己都这么觉得。
2001403004,心菜,あはは……私も実際、みんなの前に現れるまでは/n幽霊かなーって思ってたし。,哈哈……其实我也，在静香出现在大家面前之前，/n我也想过是不是幽灵之类的。
2001403005,心菜,もしくはその……オーディション落ちすぎて/n私自身、おかしくなっちゃったのかも……って。,或者是因为……我在试镜时落选了太多次，/n自己可能有点精神错乱了……什么的。
2001403006,静香,そんな風に思ってたの！？　ひどい！,你居然这么想过吗！？好过分！
2001403007,心菜,普通はそうだよ！？,一般都会这么想的吧！？
2001403008,心菜,他の人には見えないし、お母さんもお父さんも多分、/nたまに私が独り言言ってるのに、優しい顔して微笑んでて……。,除了我之外都看不到，偶尔被爸爸妈妈看到/n我在自言自语时，还会露出温柔的微笑……
2001403009,心菜,あ、気を遣われてるって思ったもん！,啊，我当时还以为他们在关心我呢！
2001403010,知冴,ここなにも悲しき過去が……。,原来心菜也有悲伤的过去……
2001403011,潘达,まあ、当然の反応だと思うんで……その辺の話は後にしてもらえますか？,嘛，我觉得这也是很正常的反应……关于这一部分能不能稍后再谈呢？
2001403012,心菜,ぱんだちゃん、ひどい！,潘达，好过分！
2001403013,潘达,はい、話戻しますよー。,好了，我们回到正题吧。
2001403014,潘达,とにかく、ここちゃんが演じるのをやめるとおシズちゃんが消えたのは/nやっぱりセンスだから……でしょうね。,总之，心心一停止表演，小静就消失了，/n果然是因为个性……吧。
2001403015,潘达,センスの発動条件は舞台の上で演じて、その集中力が高まったとき……/nだから、おシズちゃんはそこにしか現れなかった。,个性的发动条件是在舞台上演出，并且当集中力提高时……/n因此，小静只会出现在那里。
2001403016,潘达,でも、ここちゃんもその時はまさかおシズちゃんが自分のセンスとは/n思わなかったわけですね。,但是，那时候的心心应该没有想过/n小静是她自己的个性吧。
2001403017,心菜,うん。当時はセンスって能力自体もよく知らなかったし……/nもっといえば、静香ちゃんとの思い出も忘れちゃってた。,嗯。当时我对个性这种能力并不清楚……/n更确切地说，我甚至忘记了和静香的回忆。
2001403018,知冴,どうして忘れちゃったの？,为什么会忘记呢？
2001403019,心菜,それは……。,那是因为……
2001403020,静香,……ここなが一度、自分の舞台に満足してしまったから。,……因为心菜曾经对自己的舞台感到满足了。
2001403021,静香,私たちふたりはお芝居を続けた。/nいつからか、それを通りかかった人が見て楽しんでくれるようになった。,我们俩一直持续着表演。/n不知道从什么时候开始，路过的人开始驻足观看。
2001403022,静香,町の人も、学校のクラスメイトも……/n演劇自体はみんな好きだったし、関心を持っていたからすぐに打ち解けてた。,城镇里的人和学校的同学们……/n大家都喜欢戏剧，也都感兴趣，所以她很快就融入其中了。
2001403023,心菜,うん……思い出した。クラスの子が言ってくれたんだ。,嗯……我想起来了，是班上的同学和我搭话了。
2001403024,,,
2001403025,,,
2001403026,同学,私も混ぜて！,让我也加入吧！
2001403027,同学,私も！,我也要！
2001403028,小心菜,うん！,好！
2001403029,小静香,……。,……
2001403030,,,
2001403031,,,
2001403032,心菜,嬉しくて、楽しくて、みんなでお話を持ち寄って……/n学校にも演劇クラブが出来て、私はそこに通い始めた。,那时候的我非常高兴，大家一起带来了很多故事……/n学校也成立了戏剧社，于是我开始去那边演戏。
2001403033,静香,……そこで、その頃の私の記憶は終わり。,……在那时，我的记忆就结束了。
2001403034,心菜,静香ちゃん……。,静香……
Chapter,回忆中许下的约定,,
title,心菜的舞台,,
info,翻译：苏米热  校对：XXX,,
