Id,SpeakerName,Phrase,translation
1010315001,静香,だから私はまた……ここなのセンスに戻る。,所以我要再次……成为心菜的个性
1010315002,心菜,ダメだよ、静香ちゃん……諦めちゃ……！,不行啊静香……不要放弃……！
1010315003,静香,諦めるわけじゃない。/nそれが一番、私たちにとって幸せな姿だと思うから。,"并不是放弃。/n我只是觉得，这才是我们最幸福的样子"
1010315004,静香,一緒に舞台に立とうって言ってくれて、/n背中を押してくれて、嬉しかった。,"能听你说想和我同台演出/n推着我前进，我真的好开心"
1010315005,心菜,………………。,"………………"
1010315006,静香,…………ここな？,"…………心菜？"
1010315007,心菜,ごめんね……静香ちゃん……。,对不起……静香……
1010315008,静香,どうして、ここなが謝るのよ……。/n無理させてたのは私なのに……。,"为什么要道歉啊……/n明明勉强你的是我……"
1010315009,心菜,そうじゃない……。,不是这样的……
1010315010,心菜,静香ちゃんが悪く思うことなんて、何もないの……！　,静香没有做任何需要自责的事……！
1010315011,静香,でも……。,可是……
1010315012,,,
1010315013,,,
1010315014,心菜,私、本当に嬉しかったの……。/n静香ちゃんが、一緒に舞台に立ちたいって言ってくれたこと……。,"我真的好开心……/n当静香说想和我一起站上舞台的时候……"
1010315015,心菜,だから、静香ちゃんとの約束を絶対に果たすって……。/nそのためだったら、なんでもするって決めた……。,"所以发誓一定要实现和静香的约定……/n为此决定不惜一切代价……"
1010315016,,,
1010315017,心菜,それなのに私、自分のことばっかりで……。/n静香ちゃんの考え、何もわかっていなかったんだ……。,"可我却只顾着自己……/n完全没去理解静香的想法……"
1010315018,心菜,静香ちゃんの最初の舞台を成功させたいって思ってたのに、/n役作りのことで静香ちゃんに相談したり、結局頼ってばかりで……。,"明明想帮静香完成完美的首秀/n却总拿角色塑造的事打扰你……"
1010315019,静香,それこそ当然じゃない。/n私はここなのセンスなんだから……。,"这些不是理所当然的吗/n我可是心菜的个性啊……"
1010315020,心菜,その気持ちに甘えちゃってたんだよ。,就是这种想法让我对静香产生了依赖
1010315021,心菜,そのせいで……ようやく役者になれた静香ちゃんを、/nただのセンスに戻しちゃうところだったんだ……。,"差点让好不容易成为演员的静香/n变回单纯的个性了……"
1010315022,静香,違う！　私が――,不对！是我——
1010315023,心菜,静香ちゃん！,静香！
1010315024,静香,っ。,……！
1010315025,心菜,静香ちゃんは、もう私だけのセンスじゃない……！　/n『静香』っていう、劇団シリウスの一員なんだよ！　,"静香不再只是我一个人的个性了！/n已经是作为『静香』的天狼星的一员了！"
1010315026,心菜,憧れてた舞台にやっと立てるって、心から喜んでた……。/n素敵な役者さんなんだ……！　,"能够站上向往的舞台，你发自内心地开心过啊……/n你已经是非常棒的演员了啊……！"
1010315027,静香,……ここな。,……心菜
1010315028,静香,でも、私は――,可是，我——
1010315029,心菜,……もう少し。,再给我……一点时间
1010315030,静香,え……。,……欸？
1010315031,心菜,もう少しで、掴めそうなんだ。ひよりを。/n静香ちゃんのアスモデウスに負けない、私だけのひよりを。,"只差一点点，就能抓住重点了。/n不输给静香的阿斯莫德，属于我的日和。"
1010315032,心菜,だから静香ちゃんでも、邪魔はさせない。,所以就算是静香，也不能妨碍我
1010315033,心菜,——静香ちゃんと立つ舞台を、この一度きりになんてさせない！,和静香同台演出的机会——绝不会只此一次！
1010315034,静香,でも、ここなが辛い思いをするんじゃ……。,但这样心菜会很痛苦……
1010315035,心菜,辛くなんかないよ！　だって、私がそうしたいんだもん！,一点都不痛苦！因为这是我自己的决定！
1010315036,心菜,これからもず〜っと！　/n静香ちゃんと一緒に、舞台に立ちたいんだから！　,"从今往后永远！/n都想和静香一起站上舞台！"
1010315037,静香,……っ！,……！
1010315038,心菜,アドバイス、してあげる。,让我来给你个建议。
1010315039,心菜,夢は口に出すこと。,要把梦想说出来
1010315040,静香,あ……。,啊……
1010315041,心菜,絶対叶うって。,绝对会实现的
1010315042,心菜・静香,自分を信じさせること！,要让自己相信！
1010315043,心菜,だから……心配かけちゃうかもしれないけど、待っててよ。,所以……虽然可能还会让你担心，但请等着我
1010315044,静香,……わかった。,……我知道了
1010315045,心菜,よーし！　こうなったら一分一秒でも、時間を有効に使わなきゃ！　,好！既然如此，就要分秒必争！
1010315046,心菜,静香ちゃん、先に戻ってるね！　,静香，我先回去啦！
1010315047,静香,えっ！？　ちょ、ちょっと！？,哎！？等、等一下！？
1010315048,静香,ここな……。,心菜……
1010315049,,,
1010315050,望有,……今日は晩酌、どうしようかしら。,……今天晚饭时，该喝点什么呢
1010315051,心菜,いた！　柊さん！,找到了！柊姐！
1010315052,望有,え、ここな？,欸？心菜？
1010315053,心菜,この後、居残り稽古に付き合ってくれませんか！　/n私、どうしても決めきれない演技があって……！　,"之后能陪我加练吗！/n有个实在没法敲定的部分……！"
1010315054,望有,それはいいけど……。/nあなた、休まなくて大丈夫なの？　,"可以是可以……/n你不需要休息吗？"
1010315055,心菜,はい！　だから、お願いします！,没事的！拜托了！
1010315056,望有,……わかった。稽古場に行くわよ。,……我知道了，去排练场吧
1010315057,静香,（ここな……信じてるからね……）,（心菜……我相信你……）
title,落泪,,
info,翻译：苏米热 校对：XXX,,
chapter,天狼星 3章,,
