Id,SpeakerName,Phrase,translation
1010314001,心菜,静香ちゃん、来たよ。,静香，我来了
1010314002,静香,ごめんね、急に呼び出して。,抱歉突然叫你出来
1010314003,心菜,それはいいんだけど……どうして屋上なの？　/n話をするなら、お部屋でも……。,"没关系……但为什么是屋顶？/n有什么要说的话房间也可以……"
1010314004,静香,ふたりっきりで話したかったんだ。,想只和心菜一起，单独说说话。
1010314005,静香,私とここなにとって、大切なことだから。,因为是对我和心菜都很重要的事
1010314006,心菜,大切な……？,重要的……？
1010314007,静香,ここなの役作りが上手くいかない理由……。,心菜塑造角色不顺利的原因……
1010314008,静香,私のせいなんじゃない？　,是不是我的错？
1010314009,心菜,え。……そ、そんなことないよ。,欸……怎、怎么可能
1010314010,心菜,ただ、私が役を掴めてないだけで……。,只是我没能把握住角色的重点而已……
1010314011,静香,私……ひとりの役者として扱われるようになって、/n自分のためにも時間を使うようになった。,"我被当作独当一面的演员后，/n开始把时间用在自己身上"
1010314012,心菜,それは当然だよ！　/n静香ちゃんだって、主役に選ばれたんだから。,"这是当然的啊！/n静香可是被选为主演的。"
1010314013,静香,でも、その分ここなと話す時間が減ったよね。,但因此和心菜交流的时间变少了吧
1010314014,静香,『竹取物語』のときも『アラビアンナイト』のときも……、/nここなと私で相談して、役作りを進めてきたのに。,"无论是『竹取物语』还是『一千零一夜』……/n我都是和心菜一起交流，一起塑造角色的。"
1010314015,静香,それが私たちのやり方で、ここなのセンスの使い方。,那才是我们的相处方式，才是心菜的个性的正确使用方式。
1010314016,静香,なのに、私が歪めてしまった。,但我却扭曲了这一切
1010314017,心菜,えっ……？,欸……？
1010314018,静香,私は、ここなのセンスなんだから……。/nここなの足を引っ張るのは間違ってる。,"我可是心菜的个性啊……/n拖累心菜就是错误的。"
1010314019,心菜,そんなこと……。,没有这种事……
1010314020,静香,私は、私である以前に『ここなのセンス』なんだって、/n……忘れちゃってたんだ。,"我忘记了我在成为自己之前/n首先是『心菜的个性』这件事了"
1010314021,静香,ごめん、ここな。/nこんなの、センス失格だよね。,对不起啊心菜/n这样的我，算不上合格的个性了吧
1010314022,心菜,違うよ……静香ちゃん、謝らないで。,不是的……静香不要道歉
1010314023,静香,ううん。私のせいだよ。あの新幹線の中で、/nここなを誰よりも最高の役者にするって誓ったのに。,"不，就是我的错。明明在新干线上/n发誓过要把心菜培养成最棒的演员"
1010314024,心菜,…………。,"……"
1010314025,静香,だから、私はここなを支えないと。,所以我必须要支持心菜
1010314026,心菜,やめてよ……！　一緒に舞台に立とうって約束したのに……。,不要这样……！明明约好了要一起站上舞台的……
1010314027,静香,…………。,"……"
1010314028,心菜,静香ちゃん、こんなのおかしいよ……！,静香，这样子太奇怪了……！
1010314029,静香,ううん、おかしくない。,不，一点都不奇怪
1010314030,静香,本当は最初から、舞台に憧れてしまったあの時から気づいてたんだ。/n私が役者になれたとしたら、ここなとの関係が壊れること。,"其实在最初向往舞台时我就发现了/n如果我成为演员，就没法继续维持我和心菜的关系。"
1010314031,静香,なのに、私は一緒の舞台に立とうとした……！　,可我却想要和你同台演出……！
1010314032,静香,そのくらい、光溢れる舞台の上は魅力的だった。,因为光芒四射的舞台实在太有魅力了。
1010314033,静香,でも私は、ここなにこんな風になってほしかったんじゃない！　,但我并不希望心菜变成这样啊！
1010314034,静香,……私が、約束なんてしなかったら。,……如果我没有许下那个约定的话。
1010314035,静香,私たちは……もともと二人で一人だったのに。,我们原本……就是两人一体的存在啊
1010314036,心菜,やめて……。,别说了……
1010314037,静香,今の私は、ここなを困らせてる。/nそんなにふらふらで、目にくまも出来て……今にも倒れそうで……。,"现在的我让心菜困扰了/n让你精神恍惚、黑眼圈都出来了……随时可能倒下……"
1010314038,静香,ここなのそんな姿、私がもう見たくないの。,我不想再看到这样的心菜了
1010314039,静香,だから私はまた……ここなのセンスに戻る。,所以我要再次……成为心菜的个性
1010314040,心菜,ダメだよ、静香ちゃん……諦めちゃ……！,不行啊静香……不要放弃……！
1010314041,静香,諦めるわけじゃない。/nそれが一番、私たちにとって幸せな姿だと思うから。,"并不是放弃。/n我只是觉得，这才是我们最幸福的样子"
1010314042,静香,一緒に舞台に立とうって言ってくれて、/n背中を押してくれて、嬉しかった。,"能听你说想和我同台演出/n推着我前进，我真的好开心"
title,一人二役,,
info,翻译：苏米热 校对：XXX,,
chapter,天狼星 3章,,
