Id,SpeakerName,Phrase,translation
130822001,叶羽,………………。,
130822002,レイヤーＡ,あっ、いろちゃんみとちゃんだー！わー、久しぶりー！/nヤバ嬉しすぎて心臓発作起こして尊さのあまり不死鳥の如く蘇るー！,
130822003,いろは,ごぶさたしておりますっ。ネットではよく話してますけど、/n直接お会いするのは、しんくつ合わせ以来ですねっ。,
130822004,レイヤーＢ,あの後、電姫入ったって知ってマジビビったよ～！,
130822005,レイヤーＢ,……いや、直感ではわかってたかもしれない。/n二人はこんなステージで満足する器じゃないってね！,
130822006,叶羽,………………。,
130822007,叶羽,（あー、ボチボチ写真上がり始めてるのか）,
130822008,叶羽,（ホワイトデーに、早咲きの桜、春がつくキャラグッズ……),
130822009,叶羽,(似たようなのばっか。まー、そんなもんよねぇ）,
130822010,レイヤーＡ,は～、みとちゃん相変わらずかわいいねぇ。/nお姉さんがお菓子あげるね。１億万石まんじゅう。,
130822011,美兎,あ……ありがとうございます。,
130822012,叶羽,………………。,
130822013,レイヤーＡ,今日はカリューなんだー。はー、セットで鬼かわちー。/n生きててよかったー。コスプレの神様ありがとー……ん？,
130822014,叶羽,………………。,
130822015,レイヤーＢ,ん？んんんんんんんん？,
130822016,叶羽,………………。,
130822017,レイヤーＡ＆Ｂ,！,
130822018,レイヤーＡ,……あの、いろちゃん。つかぬことをお聞きするけど。/nそこにおわすユークリッドこと、コスプレ神は……もしや……。,
130822019,いろは,あ、ご紹介が遅れました。/n今日、一緒に合わせをしてくれる叶羽ちゃんです。,
130822020,レイヤーＡ＆Ｂ,――――――――――。,
130822021,叶羽,あ～、こんにちわ～。,
130822022,レイヤーＡ,ん゛、ん゛ん゛……。/nこんにちは～。いろちゃんのレイヤー友達やってます～。,
130822023,レイヤーＢ,今日はよろしくねところでお写真撮らせてもらっていい？,
130822024,叶羽,あ、あ～、マナーに反しない範囲でお願いしますね～。,
130822025,レイヤーＢ,ありがとうございます！,
130822026,周りにいたカメコたち,ありがとうございます！　。,
130822027,叶羽,（げえっ！？一瞬で囲まれた……！？）,
130822028,叶羽,（いろは、美兎、助け――って、もう見えねぇ～！）,
130822029,美兎,あ、ああ……叶羽ちゃん……見えなくなっちゃった……。/nどうしよう……。,
130822030,いろは,ただスマホをいじっていたただけなのに、この注目度。/n持っている華が違いますね……っ。,
130822031,レイヤーＡ,いろちゃん、反則だよ。あれは無差別カワイイ兵器だよ。/nこの規模のイベントに出して良い代物じゃないよありがとう。,
130822032,いろは,えへへ～。一生懸命、みとちゃんと説得しました。,
130822033,いろは,って、ドヤってる場合じゃありませんでしたっ。/n叶羽ちゃんひとりじゃ大変ですよっ。,
130822034,美兎,う、うん！と……通してくださ～い！,
130822035,カメラマン,視線お願いします！ポーズいいですか？可愛い～、昇天する～！/n画面の中から飛び出てきたみたい！アキバコスイベのコス神様再臨！,
130822036,叶羽,（くそ、こんなん特撮ショーのチケットじゃ割にあわねぇ～！）,
130822037,いろは,はいはい、ごめんなさ～い！とおりま～す！,
130822038,美兎,ひとりにしてごめんね。/nここからは、美兎達もサポートするねっ。,
130822039,叶羽,ありがとうございます～♪待ってました～♪。,
130822040,叶羽,……てか、来るの遅すぎでしょ！,
130822041,いろは,まさかいきなり、あんな囲みになるとは……。,
130822042,いろは,さすがは叶羽ちゃんのユークリッドですねっ。,
130822043,叶羽,とーぜんでしょ？誰がコスしてると思ってるの？,
130822044,通りすがりレイヤー,ユークリッドのピンチに、カリューとマリオンが駆けつけた！/nＷＥＢ限定ショートアニメの３分２８秒作画神西出原画のシーン！,
130822045,カメラマン,唸れ秒間１１コマ連写！こんなレイヤーがいたなんて！不覚！/nひー、美しすぎ！この一瞬を逃すな―！コス神様ご尊顔を～！,
130822046,叶羽,は～い♪。,
130822047,叶羽,ほら、今度は右。３、２、１……。,
130822048,いろは,す、すごいです……叶羽ちゃんって、囲み経験ないですよねっ？,
